file_path,line,scope,name,value,dtype,kind,bucket,bucket_reason,citation_author,citation_year,context_line
brain/functions/f1/mechanisms/stai/cognitive_present.py,73,module::def compute_cognitive_present,<expr-L>,0.15,float,expr-literal,LIT-FROZEN,literature-citation-in-context,stumpf,,+ 0.15 * tonalness     # tonal clarity
brain/functions/f1/mechanisms/stai/cognitive_present.py,83,module::def compute_cognitive_present,<expr-L>,0.2,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.20 * keyclar_h6    # key clarity over 200ms
brain/functions/f1/mechanisms/stai/cognitive_present.py,94,module::def compute_cognitive_present,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.20 * e2            # aesthetic integration
brain/functions/f1/mechanisms/stai/cognitive_present.py,71,module::def compute_cognitive_present,<expr-L>,0.25,float,expr-literal,LIT-FROZEN,literature-citation-in-context,stumpf,,0.25 * e0              # spectral integrity (E-layer)
brain/functions/f1/mechanisms/stai/cognitive_present.py,72,module::def compute_cognitive_present,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,stumpf,,+ 0.20 * warmth_h2     # timbral warmth
brain/functions/f1/mechanisms/stai/cognitive_present.py,81,module::def compute_cognitive_present,<expr-L>,0.25,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,0.25 * e1              # temporal integrity (E-layer)
brain/functions/f1/mechanisms/stai/cognitive_present.py,82,module::def compute_cognitive_present,<expr-L>,0.2,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.20 * tonalstab_h6  # tonal stability over 200ms
brain/functions/f1/mechanisms/stai/cognitive_present.py,92,module::def compute_cognitive_present,<expr-L>,0.25,float,expr-literal,LIT-FROZEN,literature-citation-in-context,Kim,2019,0.25 * m0              # accumulated aesthetic value
brain/functions/f1/mechanisms/stai/cognitive_present.py,93,module::def compute_cognitive_present,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,Kim,2019,+ 0.20 * m1            # spectral-temporal binding
brain/functions/f1/mechanisms/stai/extraction.py,19,module,_PLEAS_H2,"[4, 2, 0, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_PLEAS_H2 = (4, 2, 0, 2)         # sensory_pleasantness value H2 integration"
brain/functions/f1/mechanisms/stai/extraction.py,20,module,_PLEAS_MEAN_H6,"[4, 6, 1, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_PLEAS_MEAN_H6 = (4, 6, 1, 2)    # sensory_pleasantness mean 200ms integration"
brain/functions/f1/mechanisms/stai/extraction.py,21,module,_TONAL_H2,"[14, 2, 0, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_TONAL_H2 = (14, 2, 0, 2)        # tonalness value H2 integration"
brain/functions/f1/mechanisms/stai/extraction.py,22,module,_TONAL_MEAN_H6,"[14, 6, 1, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_TONAL_MEAN_H6 = (14, 6, 1, 2)   # tonalness mean 200ms integration"
brain/functions/f1/mechanisms/stai/extraction.py,23,module,_ONSET_H2,"[10, 2, 0, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_ONSET_H2 = (10, 2, 0, 2)        # onset_strength value H2 integration"
brain/functions/f1/mechanisms/stai/extraction.py,24,module,_ONSET_STD_H6,"[10, 6, 2, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_ONSET_STD_H6 = (10, 6, 2, 2)    # onset_strength std 200ms integration"
brain/functions/f1/mechanisms/stai/extraction.py,25,module,_FLUX_H2,"[21, 2, 0, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_FLUX_H2 = (21, 2, 0, 2)         # spectral_flux value H2 integration"
brain/functions/f1/mechanisms/stai/extraction.py,26,module,_FLUX_MEAN_H6,"[21, 6, 1, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_FLUX_MEAN_H6 = (21, 6, 1, 2)    # spectral_flux mean 200ms integration"
brain/functions/f1/mechanisms/stai/extraction.py,27,module,_WARMTH_H2,"[12, 2, 0, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_WARMTH_H2 = (12, 2, 0, 2)       # warmth value H2 integration"
brain/functions/f1/mechanisms/stai/extraction.py,28,module,_SHARPNESS_H2,"[13, 2, 0, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_SHARPNESS_H2 = (13, 2, 0, 2)    # sharpness value H2 integration"
brain/functions/f1/mechanisms/stai/extraction.py,29,module,_KEYCLAR_H6,"[51, 6, 0, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_KEYCLAR_H6 = (51, 6, 0, 2)      # key_clarity value 200ms integration"
brain/functions/f1/mechanisms/stai/extraction.py,30,module,_TONALSTAB_H6,"[60, 6, 0, 2]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_TONALSTAB_H6 = (60, 6, 0, 2)    # tonal_stability value 200ms integration"
brain/functions/f1/mechanisms/stai/extraction.py,33,module,_PLEAS,4,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_PLEAS = 4
brain/functions/f1/mechanisms/stai/extraction.py,34,module,_INHARM,5,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_INHARM = 5
brain/functions/f1/mechanisms/stai/extraction.py,35,module,_TONAL,14,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_TONAL = 14
brain/functions/f1/mechanisms/stai/extraction.py,36,module,_STUMPF,3,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_STUMPF = 3
brain/functions/f1/mechanisms/stai/extraction.py,37,module,_HELM,2,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_HELM = 2
brain/functions/f1/mechanisms/stai/extraction.py,38,module,_WARMTH,12,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_WARMTH = 12
brain/functions/f1/mechanisms/stai/extraction.py,39,module,_KEYCLAR,51,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_KEYCLAR = 51
brain/functions/f1/mechanisms/stai/extraction.py,82,module::def compute_extraction,<expr-L>,1.0,float,expr-literal,NULL-FALLBACK,trivial-null-expr-literal,Kim,2019,"harmonicity = (1.0 - inharmonicity).clamp(0, 1)"
brain/functions/f1/mechanisms/stai/extraction.py,97,module::def compute_extraction,<expr-L>,1.0,float,expr-literal,NULL-FALLBACK,trivial-null-expr-literal,Kim,2019,"temporal_regularity = (1.0 - onset_std).clamp(0, 1)"
brain/functions/f1/mechanisms/stai/extraction.py,92,module::def compute_extraction,<expr-L>,0.1,float,expr-literal,LIT-FROZEN,literature-citation-in-context,stumpf,,+ 0.10 * warmth_h2
brain/functions/f1/mechanisms/stai/extraction.py,104,module::def compute_extraction,<expr-L>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.10 * onset_h2
brain/functions/f1/mechanisms/stai/extraction.py,113,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,helmholtz,,+ 0.20 * tonalness     # tonal clarity
brain/functions/f1/mechanisms/stai/extraction.py,122,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.20 * warmth        # sensory quality
brain/functions/f1/mechanisms/stai/extraction.py,91,module::def compute_extraction,<expr-L>,0.15,float,expr-literal,LIT-FROZEN,literature-citation-in-context,stumpf,,+ 0.15 * pleas_mean
brain/functions/f1/mechanisms/stai/extraction.py,103,module::def compute_extraction,<expr-L>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.10 * flux_mean
brain/functions/f1/mechanisms/stai/extraction.py,112,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,helmholtz,,+ 0.20 * helmholtz     # harmonic ratio quality
brain/functions/f1/mechanisms/stai/extraction.py,121,module::def compute_extraction,<expr-L>,0.25,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.25 * pleas_h2      # hedonic signal (vmPFC reward)
brain/functions/f1/mechanisms/stai/extraction.py,90,module::def compute_extraction,<expr-L>,0.15,float,expr-literal,LIT-FROZEN,literature-citation-in-context,stumpf,,+ 0.15 * stumpf
brain/functions/f1/mechanisms/stai/extraction.py,102,module::def compute_extraction,<expr-L>,0.15,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.15 * tonal_mean
brain/functions/f1/mechanisms/stai/extraction.py,111,module::def compute_extraction,<expr-L>,0.25,float,expr-literal,LIT-FROZEN,literature-citation-in-context,Kim,2019,+ 0.25 * pleasantness  # overall quality anchor
brain/functions/f1/mechanisms/stai/extraction.py,119,module::def compute_extraction,<expr-L>,0.3,float,expr-literal,LIT-FROZEN,literature-citation-in-context,Kim,2019,0.30 * e2              # integration drives connectivity
brain/functions/f1/mechanisms/stai/extraction.py,120,module::def compute_extraction,<expr-L>,0.25,float,expr-literal,LIT-FROZEN,literature-citation-in-context,Kim,2019,+ 0.25 * key_clarity   # tonal context (IFG syntax)
brain/functions/f1/mechanisms/stai/extraction.py,89,module::def compute_extraction,<expr-L>,0.15,float,expr-literal,LIT-FROZEN,literature-citation-in-context,stumpf,,+ 0.15 * tonal_h2
brain/functions/f1/mechanisms/stai/extraction.py,101,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.20 * keyclar_h6
brain/functions/f1/mechanisms/stai/extraction.py,110,module::def compute_extraction,<expr-L>,0.35,float,expr-literal,LIT-FROZEN,literature-citation-in-context,Kim,2019,0.35 * e0 * e1        # multiplicative interaction (factorial core)
brain/functions/f1/mechanisms/stai/extraction.py,87,module::def compute_extraction,<expr-L>,0.25,float,expr-literal,LIT-FROZEN,literature-citation-in-context,Kim,2019,0.25 * harmonicity
brain/functions/f1/mechanisms/stai/extraction.py,88,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,Kim,2019,+ 0.20 * pleasantness
brain/functions/f1/mechanisms/stai/extraction.py,99,module::def compute_extraction,<expr-L>,0.25,float,expr-literal,LIT-FROZEN,literature-citation-in-context,Kim,2019,0.25 * temporal_regularity
brain/functions/f1/mechanisms/stai/extraction.py,100,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.20 * tonalstab_h6
brain/functions/f1/mechanisms/stai/forecast.py,16,module,_PLEAS_PRED_H6,"[4, 6, 1, 1]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_PLEAS_PRED_H6 = (4, 6, 1, 1)       # sensory_pleasantness mean 200ms prediction"
brain/functions/f1/mechanisms/stai/forecast.py,17,module,_PLEAS_PRED_H12,"[4, 12, 1, 1]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_PLEAS_PRED_H12 = (4, 12, 1, 1)     # sensory_pleasantness mean 525ms prediction"
brain/functions/f1/mechanisms/stai/forecast.py,18,module,_KEYCLAR_PRED_H6,"[51, 6, 1, 1]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_KEYCLAR_PRED_H6 = (51, 6, 1, 1)    # key_clarity mean 200ms prediction"
brain/functions/f1/mechanisms/stai/forecast.py,19,module,_TONALSTAB_PRED_H6,"[60, 6, 1, 1]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_TONALSTAB_PRED_H6 = (60, 6, 1, 1)  # tonal_stability mean 200ms prediction"
brain/functions/f1/mechanisms/stai/forecast.py,20,module,_PLEAS_TREND_H12,"[4, 12, 18, 1]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_PLEAS_TREND_H12 = (4, 12, 18, 1)   # sensory_pleasantness trend 525ms prediction"
brain/functions/f1/mechanisms/stai/forecast.py,23,module,_PLEAS,4,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_PLEAS = 4
brain/functions/f1/mechanisms/stai/forecast.py,24,module,_HELM,2,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_HELM = 2
brain/functions/f1/mechanisms/stai/forecast.py,25,module,_STUMPF,3,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_STUMPF = 3
brain/functions/f1/mechanisms/stai/forecast.py,72,module::def compute_forecast,<expr-L>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.10 * keyclar_pred  # predicted key clarity
brain/functions/f1/mechanisms/stai/forecast.py,82,module::def compute_forecast,<expr-L>,0.1,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.10 * tonalstab_pred  # stability prediction
brain/functions/f1/mechanisms/stai/forecast.py,92,module::def compute_forecast,<expr-L>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.10 * p1            # temporal quality
brain/functions/f1/mechanisms/stai/forecast.py,71,module::def compute_forecast,<expr-L>,0.15,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.15 * pleasantness  # current hedonic anchor
brain/functions/f1/mechanisms/stai/forecast.py,81,module::def compute_forecast,<expr-L>,0.1,float,expr-literal,LIT-FROZEN,literature-citation-in-context,helmholtz,,+ 0.10 * stumpf        # fusion quality
brain/functions/f1/mechanisms/stai/forecast.py,91,module::def compute_forecast,<expr-L>,0.1,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.10 * p0            # spectral quality
brain/functions/f1/mechanisms/stai/forecast.py,70,module::def compute_forecast,<expr-L>,0.15,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.15 * pleas_trend   # pleasantness trend direction
brain/functions/f1/mechanisms/stai/forecast.py,80,module::def compute_forecast,<expr-L>,0.15,float,expr-literal,LIT-FROZEN,literature-citation-in-context,helmholtz,,+ 0.15 * helmholtz     # harmonic quality
brain/functions/f1/mechanisms/stai/forecast.py,90,module::def compute_forecast,<expr-L>,0.15,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.15 * e2            # aesthetic integration
brain/functions/f1/mechanisms/stai/forecast.py,69,module::def compute_forecast,<expr-L>,0.15,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.15 * m0            # accumulated aesthetic value
brain/functions/f1/mechanisms/stai/forecast.py,79,module::def compute_forecast,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,helmholtz,,+ 0.20 * pleas_pred_12 # longer-horizon prediction
brain/functions/f1/mechanisms/stai/forecast.py,89,module::def compute_forecast,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.20 * p2            # aesthetic response
brain/functions/f1/mechanisms/stai/forecast.py,67,module::def compute_forecast,<expr-L>,0.25,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,0.25 * p2              # current aesthetic response
brain/functions/f1/mechanisms/stai/forecast.py,68,module::def compute_forecast,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.20 * pleas_pred_6  # predicted pleasantness 200ms
brain/functions/f1/mechanisms/stai/forecast.py,77,module::def compute_forecast,<expr-L>,0.25,float,expr-literal,LIT-FROZEN,literature-citation-in-context,helmholtz,,0.25 * p2              # aesthetic response drives reward
brain/functions/f1/mechanisms/stai/forecast.py,78,module::def compute_forecast,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,helmholtz,,+ 0.20 * m0            # accumulated value
brain/functions/f1/mechanisms/stai/forecast.py,87,module::def compute_forecast,<expr-L>,0.25,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,0.25 * e3              # current connectivity
brain/functions/f1/mechanisms/stai/forecast.py,88,module::def compute_forecast,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.20 * m1            # spectral-temporal binding
brain/functions/f1/mechanisms/stai/temporal_integration.py,15,module,_PLEAS_MEAN_H12,"[4, 12, 1, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_PLEAS_MEAN_H12 = (4, 12, 1, 0)    # sensory_pleasantness memory mean 525ms"
brain/functions/f1/mechanisms/stai/temporal_integration.py,16,module,_PLEAS_TREND_H6,"[4, 6, 18, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_PLEAS_TREND_H6 = (4, 6, 18, 0)    # sensory_pleasantness trend 200ms memory"
brain/functions/f1/mechanisms/stai/temporal_integration.py,17,module,_TONAL_MEAN_H12,"[14, 12, 1, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_TONAL_MEAN_H12 = (14, 12, 1, 0)   # tonalness memory mean 525ms"
brain/functions/f1/mechanisms/stai/temporal_integration.py,18,module,_KEYCLAR_MEAN_H12,"[51, 12, 1, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_KEYCLAR_MEAN_H12 = (51, 12, 1, 0) # key_clarity memory mean 525ms"
brain/functions/f1/mechanisms/stai/temporal_integration.py,19,module,_TONALSTAB_MEAN_H12,"[60, 12, 1, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_TONALSTAB_MEAN_H12 = (60, 12, 1, 0) # tonal_stability memory mean 525ms"
brain/functions/f1/mechanisms/stai/temporal_integration.py,22,module,_PLEAS,4,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_PLEAS = 4
brain/functions/f1/mechanisms/stai/temporal_integration.py,23,module,_TONAL,14,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_TONAL = 14
brain/functions/f1/mechanisms/stai/temporal_integration.py,24,module,_STUMPF,3,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_STUMPF = 3
brain/functions/f1/mechanisms/stai/temporal_integration.py,25,module,_HELM,2,int,module-assign,LIT-FROZEN,literature-citation-in-context,stumpf,,_HELM = 2
brain/functions/f1/mechanisms/stai/temporal_integration.py,66,module::def compute_temporal_integration,<expr-L>,0.1,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.10 * pleas_trend
brain/functions/f1/mechanisms/stai/temporal_integration.py,75,module::def compute_temporal_integration,<expr-L>,0.15,float,expr-literal,LIT-FROZEN,literature-citation-in-context,helmholtz,,+ 0.15 * pleasantness  # hedonic anchor
brain/functions/f1/mechanisms/stai/temporal_integration.py,65,module::def compute_temporal_integration,<expr-L>,0.15,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.15 * pleasantness
brain/functions/f1/mechanisms/stai/temporal_integration.py,74,module::def compute_temporal_integration,<expr-L>,0.15,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.15 * helmholtz     # ratio quality
brain/functions/f1/mechanisms/stai/temporal_integration.py,64,module::def compute_temporal_integration,<expr-L>,0.15,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.15 * tonalstab_mean
brain/functions/f1/mechanisms/stai/temporal_integration.py,73,module::def compute_temporal_integration,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.20 * stumpf        # fusion quality
brain/functions/f1/mechanisms/stai/temporal_integration.py,63,module::def compute_temporal_integration,<expr-L>,0.15,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.15 * keyclar_mean
brain/functions/f1/mechanisms/stai/temporal_integration.py,72,module::def compute_temporal_integration,<expr-L>,0.2,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,+ 0.20 * tonal_mean    # tonal coherence over time
brain/functions/f1/mechanisms/stai/temporal_integration.py,61,module::def compute_temporal_integration,<expr-L>,0.25,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,0.25 * pleas_mean
brain/functions/f1/mechanisms/stai/temporal_integration.py,62,module::def compute_temporal_integration,<expr-L>,0.2,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,+ 0.20 * e2
brain/functions/f1/mechanisms/stai/temporal_integration.py,71,module::def compute_temporal_integration,<expr-L>,0.3,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,0.30 * e0 * e1         # multiplicative binding
brain/functions/f1/mechanisms/tpio/__init__.py,95,module,_WARMTH,12,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_WARMTH = 12          # warmth (C group)
brain/functions/f1/mechanisms/tpio/__init__.py,96,module,_SHARPNESS,13,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_SHARPNESS = 13       # sharpness (C group)
brain/functions/f1/mechanisms/tpio/__init__.py,97,module,_TONALNESS,14,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_TONALNESS = 14       # tonalness (C group)
brain/functions/f1/mechanisms/tpio/__init__.py,98,module,_CLARITY,15,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_CLARITY = 15         # clarity (C group)
brain/functions/f1/mechanisms/tpio/__init__.py,99,module,_SPECTRAL_AUTO,17,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_SPECTRAL_AUTO = 17   # spectral_autocorrelation (C group)
brain/functions/f1/mechanisms/tpio/__init__.py,100,module,_TRIST1,18,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_TRIST1 = 18          # tristimulus1 (C group)
brain/functions/f1/mechanisms/tpio/__init__.py,101,module,_TRIST2,19,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_TRIST2 = 19          # tristimulus2 (C group)
brain/functions/f1/mechanisms/tpio/__init__.py,102,module,_TRIST3,20,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_TRIST3 = 20          # tristimulus3 (C group)
brain/functions/f1/mechanisms/tpio/__init__.py,103,module,_SPECTRAL_CHANGE,21,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_SPECTRAL_CHANGE = 21 # spectral_change (D group)
brain/functions/f1/mechanisms/tpio/__init__.py,104,module,_TIMBRE_CHANGE,24,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_TIMBRE_CHANGE = 24   # timbre_change (D group)
brain/functions/f1/mechanisms/tpio/__init__.py,105,module,_AMPLITUDE,7,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_AMPLITUDE = 7        # amplitude / velocity_A (B group)
brain/functions/f1/mechanisms/tpio/__init__.py,106,module,_LOUDNESS,8,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_LOUDNESS = 8         # loudness / velocity_D (B group)
brain/functions/f1/mechanisms/tpio/__init__.py,199,module::class TPIO,OUTPUT_DIM,10,int,class-attr,STRUCTURAL,structural-name-token,,,OUTPUT_DIM = 10
brain/functions/f1/mechanisms/tpio/__init__.py,114,module,_h3.arg2,2,int,spec-numeric-posarg2,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_WARMTH, ""warmth"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,114,module,_h3.arg3,0,int,spec-numeric-posarg3,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_WARMTH, ""warmth"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,114,module,_h3.arg4,2,int,spec-numeric-posarg4,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_WARMTH, ""warmth"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,117,module,_h3.arg2,2,int,spec-numeric-posarg2,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_SHARPNESS, ""sharpness"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,117,module,_h3.arg3,0,int,spec-numeric-posarg3,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_SHARPNESS, ""sharpness"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,117,module,_h3.arg4,2,int,spec-numeric-posarg4,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_SHARPNESS, ""sharpness"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,120,module,_h3.arg2,5,int,spec-numeric-posarg2,STRUCTURAL,citation-metadata-or-spec-code,Zatorre,2005,"_h3(_TONALNESS, ""tonalness"", 5, 1, 0,"
brain/functions/f1/mechanisms/tpio/__init__.py,120,module,_h3.arg3,1,int,spec-numeric-posarg3,STRUCTURAL,citation-metadata-or-spec-code,Zatorre,2005,"_h3(_TONALNESS, ""tonalness"", 5, 1, 0,"
brain/functions/f1/mechanisms/tpio/__init__.py,120,module,_h3.arg4,0,int,spec-numeric-posarg4,STRUCTURAL,citation-metadata-or-spec-code,Zatorre,2005,"_h3(_TONALNESS, ""tonalness"", 5, 1, 0,"
brain/functions/f1/mechanisms/tpio/__init__.py,123,module,_h3.arg2,5,int,spec-numeric-posarg2,STRUCTURAL,citation-metadata-or-spec-code,Patterson,2002,"_h3(_CLARITY, ""clarity"", 5, 0, 0,"
brain/functions/f1/mechanisms/tpio/__init__.py,123,module,_h3.arg3,0,int,spec-numeric-posarg3,STRUCTURAL,citation-metadata-or-spec-code,Patterson,2002,"_h3(_CLARITY, ""clarity"", 5, 0, 0,"
brain/functions/f1/mechanisms/tpio/__init__.py,123,module,_h3.arg4,0,int,spec-numeric-posarg4,STRUCTURAL,citation-metadata-or-spec-code,Patterson,2002,"_h3(_CLARITY, ""clarity"", 5, 0, 0,"
brain/functions/f1/mechanisms/tpio/__init__.py,126,module,_h3.arg2,2,int,spec-numeric-posarg2,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_TRIST1, ""tristimulus1"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,126,module,_h3.arg3,0,int,spec-numeric-posarg3,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_TRIST1, ""tristimulus1"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,126,module,_h3.arg4,2,int,spec-numeric-posarg4,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_TRIST1, ""tristimulus1"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,129,module,_h3.arg2,2,int,spec-numeric-posarg2,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_TRIST2, ""tristimulus2"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,129,module,_h3.arg3,0,int,spec-numeric-posarg3,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_TRIST2, ""tristimulus2"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,129,module,_h3.arg4,2,int,spec-numeric-posarg4,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_TRIST2, ""tristimulus2"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,132,module,_h3.arg2,2,int,spec-numeric-posarg2,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_TRIST3, ""tristimulus3"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,132,module,_h3.arg3,0,int,spec-numeric-posarg3,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_TRIST3, ""tristimulus3"", 2, 0, 2,"
brain/functions/f1/mechanisms/tpio/__init__.py,132,module,_h3.arg4,2,int,spec-numeric-posarg4,STRUCTURAL,citation-metadata-or-spec-code,Halpern,2004,"_h3(_TRIST3, ""tristimulus3"", 2, 0, 2,"
