file_path,line,scope,name,value,dtype,kind,context_before,context_line,context_after,has_citation_in_context,citation_author,citation_year,has_todo_fixme
brain/functions/f1/mechanisms/stai/extraction.py,27,module,_WARMTH_H2,"[12, 2, 0, 2]",tuple-numeric,module-assign,"_ONSET_STD_H6 = (10, 6, 2, 2)    # onset_strength std 200ms integration | _FLUX_H2 = (21, 2, 0, 2)         # spectral_flux value H2 integration | _FLUX_MEAN_H6 = (21, 6, 1, 2)    # spectral_flux mean 200ms integration","_WARMTH_H2 = (12, 2, 0, 2)       # warmth value H2 integration","_SHARPNESS_H2 = (13, 2, 0, 2)    # sharpness value H2 integration | _KEYCLAR_H6 = (51, 6, 0, 2)      # key_clarity value 200ms integration | _TONALSTAB_H6 = (60, 6, 0, 2)    # tonal_stability value 200ms integration",0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,28,module,_SHARPNESS_H2,"[13, 2, 0, 2]",tuple-numeric,module-assign,"_FLUX_H2 = (21, 2, 0, 2)         # spectral_flux value H2 integration | _FLUX_MEAN_H6 = (21, 6, 1, 2)    # spectral_flux mean 200ms integration | _WARMTH_H2 = (12, 2, 0, 2)       # warmth value H2 integration","_SHARPNESS_H2 = (13, 2, 0, 2)    # sharpness value H2 integration","_KEYCLAR_H6 = (51, 6, 0, 2)      # key_clarity value 200ms integration | _TONALSTAB_H6 = (60, 6, 0, 2)    # tonal_stability value 200ms integration | ",0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,29,module,_KEYCLAR_H6,"[51, 6, 0, 2]",tuple-numeric,module-assign,"_FLUX_MEAN_H6 = (21, 6, 1, 2)    # spectral_flux mean 200ms integration | _WARMTH_H2 = (12, 2, 0, 2)       # warmth value H2 integration | _SHARPNESS_H2 = (13, 2, 0, 2)    # sharpness value H2 integration","_KEYCLAR_H6 = (51, 6, 0, 2)      # key_clarity value 200ms integration","_TONALSTAB_H6 = (60, 6, 0, 2)    # tonal_stability value 200ms integration |  | # -- R3 indices ---------------------------------------------------------------",0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,30,module,_TONALSTAB_H6,"[60, 6, 0, 2]",tuple-numeric,module-assign,"_WARMTH_H2 = (12, 2, 0, 2)       # warmth value H2 integration | _SHARPNESS_H2 = (13, 2, 0, 2)    # sharpness value H2 integration | _KEYCLAR_H6 = (51, 6, 0, 2)      # key_clarity value 200ms integration","_TONALSTAB_H6 = (60, 6, 0, 2)    # tonal_stability value 200ms integration", | # -- R3 indices --------------------------------------------------------------- | _PLEAS = 4,0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,33,module,_PLEAS,4,int,module-assign,"_TONALSTAB_H6 = (60, 6, 0, 2)    # tonal_stability value 200ms integration |  | # -- R3 indices ---------------------------------------------------------------",_PLEAS = 4,_INHARM = 5 | _TONAL = 14 | _STUMPF = 3,1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,34,module,_INHARM,5,int,module-assign, | # -- R3 indices --------------------------------------------------------------- | _PLEAS = 4,_INHARM = 5,_TONAL = 14 | _STUMPF = 3 | _HELM = 2,1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,35,module,_TONAL,14,int,module-assign,# -- R3 indices --------------------------------------------------------------- | _PLEAS = 4 | _INHARM = 5,_TONAL = 14,_STUMPF = 3 | _HELM = 2 | _WARMTH = 12,1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,36,module,_STUMPF,3,int,module-assign,_PLEAS = 4 | _INHARM = 5 | _TONAL = 14,_STUMPF = 3,_HELM = 2 | _WARMTH = 12 | _KEYCLAR = 51,1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,37,module,_HELM,2,int,module-assign,_INHARM = 5 | _TONAL = 14 | _STUMPF = 3,_HELM = 2,_WARMTH = 12 | _KEYCLAR = 51 | ,1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,38,module,_WARMTH,12,int,module-assign,_TONAL = 14 | _STUMPF = 3 | _HELM = 2,_WARMTH = 12,_KEYCLAR = 51 |  | ,1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,39,module,_KEYCLAR,51,int,module-assign,_STUMPF = 3 | _HELM = 2 | _WARMTH = 12,_KEYCLAR = 51, |  | def compute_extraction(,1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,82,module::def compute_extraction,<expr-L>,1.0,float,expr-literal,"keyclar_h6 = h3_features.get(_KEYCLAR_H6, zero) | tonalstab_h6 = h3_features.get(_TONALSTAB_H6, zero) | ","harmonicity = (1.0 - inharmonicity).clamp(0, 1)", | # E0: Spectral Integrity — how clean and consonant the spectral content is | # Kim 2019: spectral dimension = harmonicity + tonal structure,1,Kim,2019,0
brain/functions/f1/mechanisms/stai/extraction.py,92,module::def compute_extraction,<expr-L>,0.1,float,expr-literal,+ 0.15 * tonal_h2 | + 0.15 * stumpf | + 0.15 * pleas_mean,+ 0.10 * warmth_h2,").clamp(0, 1) |  | # E1: Temporal Integrity — how coherent the temporal structure is",1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,91,module::def compute_extraction,<expr-L>,0.15,float,expr-literal,+ 0.20 * pleasantness | + 0.15 * tonal_h2 | + 0.15 * stumpf,+ 0.15 * pleas_mean,"+ 0.10 * warmth_h2 | ).clamp(0, 1) | ",1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,90,module::def compute_extraction,<expr-L>,0.15,float,expr-literal,0.25 * harmonicity | + 0.20 * pleasantness | + 0.15 * tonal_h2,+ 0.15 * stumpf,"+ 0.15 * pleas_mean | + 0.10 * warmth_h2 | ).clamp(0, 1)",1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,89,module::def compute_extraction,<expr-L>,0.15,float,expr-literal,e0 = ( | 0.25 * harmonicity | + 0.20 * pleasantness,+ 0.15 * tonal_h2,+ 0.15 * stumpf | + 0.15 * pleas_mean | + 0.10 * warmth_h2,1,stumpf,,0
brain/functions/f1/mechanisms/stai/extraction.py,87,module::def compute_extraction,<expr-L>,0.25,float,expr-literal,# E0: Spectral Integrity — how clean and consonant the spectral content is | # Kim 2019: spectral dimension = harmonicity + tonal structure | e0 = (,0.25 * harmonicity,+ 0.20 * pleasantness | + 0.15 * tonal_h2 | + 0.15 * stumpf,1,Kim,2019,0
brain/functions/f1/mechanisms/stai/extraction.py,88,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,# Kim 2019: spectral dimension = harmonicity + tonal structure | e0 = ( | 0.25 * harmonicity,+ 0.20 * pleasantness,+ 0.15 * tonal_h2 | + 0.15 * stumpf | + 0.15 * pleas_mean,1,Kim,2019,0
brain/functions/f1/mechanisms/stai/extraction.py,97,module::def compute_extraction,<expr-L>,1.0,float,expr-literal, | # E1: Temporal Integrity — how coherent the temporal structure is | # Kim 2019: temporal dimension = onset regularity + flux stability,"temporal_regularity = (1.0 - onset_std).clamp(0, 1)",e1 = ( | 0.25 * temporal_regularity | + 0.20 * tonalstab_h6,1,Kim,2019,0
brain/functions/f1/mechanisms/stai/extraction.py,104,module::def compute_extraction,<expr-L>,0.1,float,expr-literal,+ 0.20 * keyclar_h6 | + 0.15 * tonal_mean | + 0.10 * flux_mean,+ 0.10 * onset_h2,").clamp(0, 1) |  | # E2: Aesthetic Integration — spectral x temporal interaction",0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,103,module::def compute_extraction,<expr-L>,0.1,float,expr-literal,+ 0.20 * tonalstab_h6 | + 0.20 * keyclar_h6 | + 0.15 * tonal_mean,+ 0.10 * flux_mean,"+ 0.10 * onset_h2 | ).clamp(0, 1) | ",0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,102,module::def compute_extraction,<expr-L>,0.15,float,expr-literal,0.25 * temporal_regularity | + 0.20 * tonalstab_h6 | + 0.20 * keyclar_h6,+ 0.15 * tonal_mean,"+ 0.10 * flux_mean | + 0.10 * onset_h2 | ).clamp(0, 1)",0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,101,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,e1 = ( | 0.25 * temporal_regularity | + 0.20 * tonalstab_h6,+ 0.20 * keyclar_h6,+ 0.15 * tonal_mean | + 0.10 * flux_mean | + 0.10 * onset_h2,0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,99,module::def compute_extraction,<expr-L>,0.25,float,expr-literal,"# Kim 2019: temporal dimension = onset regularity + flux stability | temporal_regularity = (1.0 - onset_std).clamp(0, 1) | e1 = (",0.25 * temporal_regularity,+ 0.20 * tonalstab_h6 | + 0.20 * keyclar_h6 | + 0.15 * tonal_mean,1,Kim,2019,0
brain/functions/f1/mechanisms/stai/extraction.py,100,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,"temporal_regularity = (1.0 - onset_std).clamp(0, 1) | e1 = ( | 0.25 * temporal_regularity",+ 0.20 * tonalstab_h6,+ 0.20 * keyclar_h6 | + 0.15 * tonal_mean | + 0.10 * flux_mean,0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,113,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,0.35 * e0 * e1        # multiplicative interaction (factorial core) | + 0.25 * pleasantness  # overall quality anchor | + 0.20 * helmholtz     # harmonic ratio quality,+ 0.20 * tonalness     # tonal clarity,").clamp(0, 1) |  | # E3: vmPFC-IFG Connectivity — proxy for aesthetic evaluation circuit",1,helmholtz,,0
brain/functions/f1/mechanisms/stai/extraction.py,112,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,e2 = ( | 0.35 * e0 * e1        # multiplicative interaction (factorial core) | + 0.25 * pleasantness  # overall quality anchor,+ 0.20 * helmholtz     # harmonic ratio quality,"+ 0.20 * tonalness     # tonal clarity | ).clamp(0, 1) | ",1,helmholtz,,0
brain/functions/f1/mechanisms/stai/extraction.py,111,module::def compute_extraction,<expr-L>,0.25,float,expr-literal,# Kim 2019: disrupting EITHER dimension reduces aesthetic response to ~35% | e2 = ( | 0.35 * e0 * e1        # multiplicative interaction (factorial core),+ 0.25 * pleasantness  # overall quality anchor,"+ 0.20 * helmholtz     # harmonic ratio quality | + 0.20 * tonalness     # tonal clarity | ).clamp(0, 1)",1,Kim,2019,0
brain/functions/f1/mechanisms/stai/extraction.py,110,module::def compute_extraction,<expr-L>,0.35,float,expr-literal,# E2: Aesthetic Integration — spectral x temporal interaction | # Kim 2019: disrupting EITHER dimension reduces aesthetic response to ~35% | e2 = (,0.35 * e0 * e1        # multiplicative interaction (factorial core),+ 0.25 * pleasantness  # overall quality anchor | + 0.20 * helmholtz     # harmonic ratio quality | + 0.20 * tonalness     # tonal clarity,1,Kim,2019,0
brain/functions/f1/mechanisms/stai/extraction.py,122,module::def compute_extraction,<expr-L>,0.2,float,expr-literal,0.30 * e2              # integration drives connectivity | + 0.25 * key_clarity   # tonal context (IFG syntax) | + 0.25 * pleas_h2      # hedonic signal (vmPFC reward),+ 0.20 * warmth        # sensory quality,").clamp(0, 1) |  | return e0, e1, e2, e3",0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,121,module::def compute_extraction,<expr-L>,0.25,float,expr-literal,e3 = ( | 0.30 * e2              # integration drives connectivity | + 0.25 * key_clarity   # tonal context (IFG syntax),+ 0.25 * pleas_h2      # hedonic signal (vmPFC reward),"+ 0.20 * warmth        # sensory quality | ).clamp(0, 1) | ",0,,,0
brain/functions/f1/mechanisms/stai/extraction.py,119,module::def compute_extraction,<expr-L>,0.3,float,expr-literal,# E3: vmPFC-IFG Connectivity — proxy for aesthetic evaluation circuit | # Kim 2019: vmPFC-IFG interaction term T=6.852 | e3 = (,0.30 * e2              # integration drives connectivity,+ 0.25 * key_clarity   # tonal context (IFG syntax) | + 0.25 * pleas_h2      # hedonic signal (vmPFC reward) | + 0.20 * warmth        # sensory quality,1,Kim,2019,0
brain/functions/f1/mechanisms/stai/extraction.py,120,module::def compute_extraction,<expr-L>,0.25,float,expr-literal,# Kim 2019: vmPFC-IFG interaction term T=6.852 | e3 = ( | 0.30 * e2              # integration drives connectivity,+ 0.25 * key_clarity   # tonal context (IFG syntax),"+ 0.25 * pleas_h2      # hedonic signal (vmPFC reward) | + 0.20 * warmth        # sensory quality | ).clamp(0, 1)",1,Kim,2019,0
brain/functions/f1/mechanisms/stai/forecast.py,16,module,_PLEAS_PRED_H6,"[4, 6, 1, 1]",tuple-numeric,module-assign,from torch import Tensor |  | # -- H3 demand tuples (L1 = prediction law) -----------------------------------,"_PLEAS_PRED_H6 = (4, 6, 1, 1)       # sensory_pleasantness mean 200ms prediction","_PLEAS_PRED_H12 = (4, 12, 1, 1)     # sensory_pleasantness mean 525ms prediction | _KEYCLAR_PRED_H6 = (51, 6, 1, 1)    # key_clarity mean 200ms prediction | _TONALSTAB_PRED_H6 = (60, 6, 1, 1)  # tonal_stability mean 200ms prediction",0,,,0
brain/functions/f1/mechanisms/stai/forecast.py,17,module,_PLEAS_PRED_H12,"[4, 12, 1, 1]",tuple-numeric,module-assign," | # -- H3 demand tuples (L1 = prediction law) ----------------------------------- | _PLEAS_PRED_H6 = (4, 6, 1, 1)       # sensory_pleasantness mean 200ms prediction","_PLEAS_PRED_H12 = (4, 12, 1, 1)     # sensory_pleasantness mean 525ms prediction","_KEYCLAR_PRED_H6 = (51, 6, 1, 1)    # key_clarity mean 200ms prediction | _TONALSTAB_PRED_H6 = (60, 6, 1, 1)  # tonal_stability mean 200ms prediction | _PLEAS_TREND_H12 = (4, 12, 18, 1)   # sensory_pleasantness trend 525ms prediction",0,,,0
brain/functions/f1/mechanisms/stai/forecast.py,18,module,_KEYCLAR_PRED_H6,"[51, 6, 1, 1]",tuple-numeric,module-assign,"# -- H3 demand tuples (L1 = prediction law) ----------------------------------- | _PLEAS_PRED_H6 = (4, 6, 1, 1)       # sensory_pleasantness mean 200ms prediction | _PLEAS_PRED_H12 = (4, 12, 1, 1)     # sensory_pleasantness mean 525ms prediction","_KEYCLAR_PRED_H6 = (51, 6, 1, 1)    # key_clarity mean 200ms prediction","_TONALSTAB_PRED_H6 = (60, 6, 1, 1)  # tonal_stability mean 200ms prediction | _PLEAS_TREND_H12 = (4, 12, 18, 1)   # sensory_pleasantness trend 525ms prediction | ",0,,,0
brain/functions/f1/mechanisms/stai/forecast.py,19,module,_TONALSTAB_PRED_H6,"[60, 6, 1, 1]",tuple-numeric,module-assign,"_PLEAS_PRED_H6 = (4, 6, 1, 1)       # sensory_pleasantness mean 200ms prediction | _PLEAS_PRED_H12 = (4, 12, 1, 1)     # sensory_pleasantness mean 525ms prediction | _KEYCLAR_PRED_H6 = (51, 6, 1, 1)    # key_clarity mean 200ms prediction","_TONALSTAB_PRED_H6 = (60, 6, 1, 1)  # tonal_stability mean 200ms prediction","_PLEAS_TREND_H12 = (4, 12, 18, 1)   # sensory_pleasantness trend 525ms prediction |  | # -- R3 indices ---------------------------------------------------------------",0,,,0
brain/functions/f1/mechanisms/stai/forecast.py,20,module,_PLEAS_TREND_H12,"[4, 12, 18, 1]",tuple-numeric,module-assign,"_PLEAS_PRED_H12 = (4, 12, 1, 1)     # sensory_pleasantness mean 525ms prediction | _KEYCLAR_PRED_H6 = (51, 6, 1, 1)    # key_clarity mean 200ms prediction | _TONALSTAB_PRED_H6 = (60, 6, 1, 1)  # tonal_stability mean 200ms prediction","_PLEAS_TREND_H12 = (4, 12, 18, 1)   # sensory_pleasantness trend 525ms prediction", | # -- R3 indices --------------------------------------------------------------- | _PLEAS = 4,0,,,0
brain/functions/f1/mechanisms/stai/forecast.py,23,module,_PLEAS,4,int,module-assign,"_PLEAS_TREND_H12 = (4, 12, 18, 1)   # sensory_pleasantness trend 525ms prediction |  | # -- R3 indices ---------------------------------------------------------------",_PLEAS = 4,_HELM = 2 | _STUMPF = 3 | ,1,stumpf,,0
brain/functions/f1/mechanisms/stai/forecast.py,24,module,_HELM,2,int,module-assign, | # -- R3 indices --------------------------------------------------------------- | _PLEAS = 4,_HELM = 2,_STUMPF = 3 |  | ,1,stumpf,,0
brain/functions/f1/mechanisms/stai/forecast.py,25,module,_STUMPF,3,int,module-assign,# -- R3 indices --------------------------------------------------------------- | _PLEAS = 4 | _HELM = 2,_STUMPF = 3, |  | def compute_forecast(,1,stumpf,,0
brain/functions/f1/mechanisms/stai/forecast.py,72,module::def compute_forecast,<expr-L>,0.1,float,expr-literal,+ 0.15 * m0            # accumulated aesthetic value | + 0.15 * pleas_trend   # pleasantness trend direction | + 0.15 * pleasantness  # current hedonic anchor,+ 0.10 * keyclar_pred  # predicted key clarity,").clamp(0, 1) |  | # F1: Reward Response Prediction — predicted reward system engagement",0,,,0
brain/functions/f1/mechanisms/stai/forecast.py,71,module::def compute_forecast,<expr-L>,0.15,float,expr-literal,+ 0.20 * pleas_pred_6  # predicted pleasantness 200ms | + 0.15 * m0            # accumulated aesthetic value | + 0.15 * pleas_trend   # pleasantness trend direction,+ 0.15 * pleasantness  # current hedonic anchor,"+ 0.10 * keyclar_pred  # predicted key clarity | ).clamp(0, 1) | ",0,,,0
brain/functions/f1/mechanisms/stai/forecast.py,70,module::def compute_forecast,<expr-L>,0.15,float,expr-literal,0.25 * p2              # current aesthetic response | + 0.20 * pleas_pred_6  # predicted pleasantness 200ms | + 0.15 * m0            # accumulated aesthetic value,+ 0.15 * pleas_trend   # pleasantness trend direction,"+ 0.15 * pleasantness  # current hedonic anchor | + 0.10 * keyclar_pred  # predicted key clarity | ).clamp(0, 1)",0,,,0
brain/functions/f1/mechanisms/stai/forecast.py,69,module::def compute_forecast,<expr-L>,0.15,float,expr-literal,f0 = ( | 0.25 * p2              # current aesthetic response | + 0.20 * pleas_pred_6  # predicted pleasantness 200ms,+ 0.15 * m0            # accumulated aesthetic value,+ 0.15 * pleas_trend   # pleasantness trend direction | + 0.15 * pleasantness  # current hedonic anchor | + 0.10 * keyclar_pred  # predicted key clarity,0,,,0
brain/functions/f1/mechanisms/stai/forecast.py,67,module::def compute_forecast,<expr-L>,0.25,float,expr-literal, | # F0: Aesthetic Rating Prediction — where aesthetic quality is heading | f0 = (,0.25 * p2              # current aesthetic response,+ 0.20 * pleas_pred_6  # predicted pleasantness 200ms | + 0.15 * m0            # accumulated aesthetic value | + 0.15 * pleas_trend   # pleasantness trend direction,1,ding,,0
brain/functions/f1/mechanisms/stai/forecast.py,68,module::def compute_forecast,<expr-L>,0.2,float,expr-literal,# F0: Aesthetic Rating Prediction — where aesthetic quality is heading | f0 = ( | 0.25 * p2              # current aesthetic response,+ 0.20 * pleas_pred_6  # predicted pleasantness 200ms,+ 0.15 * m0            # accumulated aesthetic value | + 0.15 * pleas_trend   # pleasantness trend direction | + 0.15 * pleasantness  # current hedonic anchor,1,ding,,0
brain/functions/f1/mechanisms/stai/forecast.py,82,module::def compute_forecast,<expr-L>,0.1,float,expr-literal,+ 0.20 * pleas_pred_12 # longer-horizon prediction | + 0.15 * helmholtz     # harmonic quality | + 0.10 * stumpf        # fusion quality,+ 0.10 * tonalstab_pred  # stability prediction,").clamp(0, 1) |  | # F2: Connectivity Prediction — predicted vmPFC-IFG binding",1,stumpf,,0
brain/functions/f1/mechanisms/stai/forecast.py,81,module::def compute_forecast,<expr-L>,0.1,float,expr-literal,+ 0.20 * m0            # accumulated value | + 0.20 * pleas_pred_12 # longer-horizon prediction | + 0.15 * helmholtz     # harmonic quality,+ 0.10 * stumpf        # fusion quality,"+ 0.10 * tonalstab_pred  # stability prediction | ).clamp(0, 1) | ",1,stumpf,,0
brain/functions/f1/mechanisms/stai/forecast.py,80,module::def compute_forecast,<expr-L>,0.15,float,expr-literal,0.25 * p2              # aesthetic response drives reward | + 0.20 * m0            # accumulated value | + 0.20 * pleas_pred_12 # longer-horizon prediction,+ 0.15 * helmholtz     # harmonic quality,"+ 0.10 * stumpf        # fusion quality | + 0.10 * tonalstab_pred  # stability prediction | ).clamp(0, 1)",1,stumpf,,0
brain/functions/f1/mechanisms/stai/forecast.py,79,module::def compute_forecast,<expr-L>,0.2,float,expr-literal,f1 = ( | 0.25 * p2              # aesthetic response drives reward | + 0.20 * m0            # accumulated value,+ 0.20 * pleas_pred_12 # longer-horizon prediction,+ 0.15 * helmholtz     # harmonic quality | + 0.10 * stumpf        # fusion quality | + 0.10 * tonalstab_pred  # stability prediction,1,stumpf,,0
brain/functions/f1/mechanisms/stai/forecast.py,77,module::def compute_forecast,<expr-L>,0.25,float,expr-literal, | # F1: Reward Response Prediction — predicted reward system engagement | f1 = (,0.25 * p2              # aesthetic response drives reward,+ 0.20 * m0            # accumulated value | + 0.20 * pleas_pred_12 # longer-horizon prediction | + 0.15 * helmholtz     # harmonic quality,1,helmholtz,,0
brain/functions/f1/mechanisms/stai/forecast.py,78,module::def compute_forecast,<expr-L>,0.2,float,expr-literal,# F1: Reward Response Prediction — predicted reward system engagement | f1 = ( | 0.25 * p2              # aesthetic response drives reward,+ 0.20 * m0            # accumulated value,+ 0.20 * pleas_pred_12 # longer-horizon prediction | + 0.15 * helmholtz     # harmonic quality | + 0.10 * stumpf        # fusion quality,1,stumpf,,0
brain/functions/f1/mechanisms/stai/forecast.py,92,module::def compute_forecast,<expr-L>,0.1,float,expr-literal,+ 0.20 * p2            # aesthetic response | + 0.15 * e2            # aesthetic integration | + 0.10 * p0            # spectral quality,+ 0.10 * p1            # temporal quality,").clamp(0, 1) |  | return f0, f1, f2",0,,,0
brain/functions/f1/mechanisms/stai/forecast.py,91,module::def compute_forecast,<expr-L>,0.1,float,expr-literal,+ 0.20 * m1            # spectral-temporal binding | + 0.20 * p2            # aesthetic response | + 0.15 * e2            # aesthetic integration,+ 0.10 * p0            # spectral quality,"+ 0.10 * p1            # temporal quality | ).clamp(0, 1) | ",1,ding,,0
brain/functions/f1/mechanisms/stai/forecast.py,90,module::def compute_forecast,<expr-L>,0.15,float,expr-literal,0.25 * e3              # current connectivity | + 0.20 * m1            # spectral-temporal binding | + 0.20 * p2            # aesthetic response,+ 0.15 * e2            # aesthetic integration,"+ 0.10 * p0            # spectral quality | + 0.10 * p1            # temporal quality | ).clamp(0, 1)",1,ding,,0
brain/functions/f1/mechanisms/stai/forecast.py,89,module::def compute_forecast,<expr-L>,0.2,float,expr-literal,f2 = ( | 0.25 * e3              # current connectivity | + 0.20 * m1            # spectral-temporal binding,+ 0.20 * p2            # aesthetic response,+ 0.15 * e2            # aesthetic integration | + 0.10 * p0            # spectral quality | + 0.10 * p1            # temporal quality,1,ding,,0
brain/functions/f1/mechanisms/stai/forecast.py,87,module::def compute_forecast,<expr-L>,0.25,float,expr-literal, | # F2: Connectivity Prediction — predicted vmPFC-IFG binding | f2 = (,0.25 * e3              # current connectivity,+ 0.20 * m1            # spectral-temporal binding | + 0.20 * p2            # aesthetic response | + 0.15 * e2            # aesthetic integration,1,ding,,0
brain/functions/f1/mechanisms/stai/forecast.py,88,module::def compute_forecast,<expr-L>,0.2,float,expr-literal,# F2: Connectivity Prediction — predicted vmPFC-IFG binding | f2 = ( | 0.25 * e3              # current connectivity,+ 0.20 * m1            # spectral-temporal binding,+ 0.20 * p2            # aesthetic response | + 0.15 * e2            # aesthetic integration | + 0.10 * p0            # spectral quality,1,ding,,0
brain/functions/f1/mechanisms/stai/temporal_integration.py,15,module,_PLEAS_MEAN_H12,"[4, 12, 1, 0]",tuple-numeric,module-assign,from torch import Tensor |  | # -- H3 demand tuples --------------------------------------------------------,"_PLEAS_MEAN_H12 = (4, 12, 1, 0)    # sensory_pleasantness memory mean 525ms","_PLEAS_TREND_H6 = (4, 6, 18, 0)    # sensory_pleasantness trend 200ms memory | _TONAL_MEAN_H12 = (14, 12, 1, 0)   # tonalness memory mean 525ms | _KEYCLAR_MEAN_H12 = (51, 12, 1, 0) # key_clarity memory mean 525ms",0,,,0
brain/functions/f1/mechanisms/stai/temporal_integration.py,16,module,_PLEAS_TREND_H6,"[4, 6, 18, 0]",tuple-numeric,module-assign," | # -- H3 demand tuples -------------------------------------------------------- | _PLEAS_MEAN_H12 = (4, 12, 1, 0)    # sensory_pleasantness memory mean 525ms","_PLEAS_TREND_H6 = (4, 6, 18, 0)    # sensory_pleasantness trend 200ms memory","_TONAL_MEAN_H12 = (14, 12, 1, 0)   # tonalness memory mean 525ms | _KEYCLAR_MEAN_H12 = (51, 12, 1, 0) # key_clarity memory mean 525ms | _TONALSTAB_MEAN_H12 = (60, 12, 1, 0) # tonal_stability memory mean 525ms",0,,,0
brain/functions/f1/mechanisms/stai/temporal_integration.py,17,module,_TONAL_MEAN_H12,"[14, 12, 1, 0]",tuple-numeric,module-assign,"# -- H3 demand tuples -------------------------------------------------------- | _PLEAS_MEAN_H12 = (4, 12, 1, 0)    # sensory_pleasantness memory mean 525ms | _PLEAS_TREND_H6 = (4, 6, 18, 0)    # sensory_pleasantness trend 200ms memory","_TONAL_MEAN_H12 = (14, 12, 1, 0)   # tonalness memory mean 525ms","_KEYCLAR_MEAN_H12 = (51, 12, 1, 0) # key_clarity memory mean 525ms | _TONALSTAB_MEAN_H12 = (60, 12, 1, 0) # tonal_stability memory mean 525ms | ",0,,,0
brain/functions/f1/mechanisms/stai/temporal_integration.py,18,module,_KEYCLAR_MEAN_H12,"[51, 12, 1, 0]",tuple-numeric,module-assign,"_PLEAS_MEAN_H12 = (4, 12, 1, 0)    # sensory_pleasantness memory mean 525ms | _PLEAS_TREND_H6 = (4, 6, 18, 0)    # sensory_pleasantness trend 200ms memory | _TONAL_MEAN_H12 = (14, 12, 1, 0)   # tonalness memory mean 525ms","_KEYCLAR_MEAN_H12 = (51, 12, 1, 0) # key_clarity memory mean 525ms","_TONALSTAB_MEAN_H12 = (60, 12, 1, 0) # tonal_stability memory mean 525ms |  | # -- R3 indices ---------------------------------------------------------------",0,,,0
brain/functions/f1/mechanisms/stai/temporal_integration.py,19,module,_TONALSTAB_MEAN_H12,"[60, 12, 1, 0]",tuple-numeric,module-assign,"_PLEAS_TREND_H6 = (4, 6, 18, 0)    # sensory_pleasantness trend 200ms memory | _TONAL_MEAN_H12 = (14, 12, 1, 0)   # tonalness memory mean 525ms | _KEYCLAR_MEAN_H12 = (51, 12, 1, 0) # key_clarity memory mean 525ms","_TONALSTAB_MEAN_H12 = (60, 12, 1, 0) # tonal_stability memory mean 525ms", | # -- R3 indices --------------------------------------------------------------- | _PLEAS = 4,0,,,0
brain/functions/f1/mechanisms/stai/temporal_integration.py,22,module,_PLEAS,4,int,module-assign,"_TONALSTAB_MEAN_H12 = (60, 12, 1, 0) # tonal_stability memory mean 525ms |  | # -- R3 indices ---------------------------------------------------------------",_PLEAS = 4,_TONAL = 14 | _STUMPF = 3 | _HELM = 2,1,stumpf,,0
brain/functions/f1/mechanisms/stai/temporal_integration.py,23,module,_TONAL,14,int,module-assign, | # -- R3 indices --------------------------------------------------------------- | _PLEAS = 4,_TONAL = 14,_STUMPF = 3 | _HELM = 2 | ,1,stumpf,,0
brain/functions/f1/mechanisms/stai/temporal_integration.py,24,module,_STUMPF,3,int,module-assign,# -- R3 indices --------------------------------------------------------------- | _PLEAS = 4 | _TONAL = 14,_STUMPF = 3,_HELM = 2 |  | ,1,stumpf,,0
brain/functions/f1/mechanisms/stai/temporal_integration.py,25,module,_HELM,2,int,module-assign,_PLEAS = 4 | _TONAL = 14 | _STUMPF = 3,_HELM = 2, |  | def compute_temporal_integration(,1,stumpf,,0
brain/functions/f1/mechanisms/stai/temporal_integration.py,66,module::def compute_temporal_integration,<expr-L>,0.1,float,expr-literal,+ 0.15 * keyclar_mean | + 0.15 * tonalstab_mean | + 0.15 * pleasantness,+ 0.10 * pleas_trend,").clamp(0, 1) |  | # M1: Spectral-Temporal Interaction — sustained binding",1,ding,,0
