file_path,line,scope,name,value,dtype,kind,context_before,context_line,context_after,has_citation_in_context,citation_author,citation_year,has_todo_fixme,bucket_v3,reason_v3
brain/functions/f1/mechanisms/pscl/temporal_integration.py,80,module::def compute_temporal_integration,<expr-L>,0.3,float,expr-literal, | # M1: Spectral Coherence — grounded in consonance-relevant R³ features | m1 = (,"0.30 * h3(_AUTOCORR, 3, 0, 2)","+ 0.25 * h3(_TONAL, 3, 0, 2) | + 0.20 * r3(_SMOOTH) | + 0.15 * r3(_PLEAS)",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/mechanisms/pscl/temporal_integration.py,81,module::def compute_temporal_integration,<expr-L>,0.25,float,expr-literal,"# M1: Spectral Coherence — grounded in consonance-relevant R³ features | m1 = ( | 0.30 * h3(_AUTOCORR, 3, 0, 2)","+ 0.25 * h3(_TONAL, 3, 0, 2)",+ 0.20 * r3(_SMOOTH) | + 0.15 * r3(_PLEAS) | + 0.10 * (1.0 - r3(_INHARM)),0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/mechanisms/pscl/temporal_integration.py,91,module::def compute_temporal_integration,<expr-L>,0.3,float,expr-literal,"chroma = r3_features[:, :, _CHROMA_START:_CHROMA_END]  # (B, T, 12) | chroma_peak = chroma.max(dim=-1).values  # (B, T) | m2 = (",0.30 * chroma_peak,+ 0.25 * r3(_PITCHSAL) | + 0.20 * (1.0 - r3(_ENTROPY)) | + 0.15 * r3(_PITCH_H),0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/mechanisms/pscl/temporal_integration.py,92,module::def compute_temporal_integration,<expr-L>,0.25,float,expr-literal,"chroma_peak = chroma.max(dim=-1).values  # (B, T) | m2 = ( | 0.30 * chroma_peak",+ 0.25 * r3(_PITCHSAL),+ 0.20 * (1.0 - r3(_ENTROPY)) | + 0.15 * r3(_PITCH_H) | + 0.10 * r3(_PLEAS),0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/mechanisms/pscl/temporal_integration.py,93,module::def compute_temporal_integration,<expr-L>,1.0,float,expr-literal,m2 = ( | 0.30 * chroma_peak | + 0.25 * r3(_PITCHSAL),+ 0.20 * (1.0 - r3(_ENTROPY)),+ 0.15 * r3(_PITCH_H) | + 0.10 * r3(_PLEAS) | ),0,,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/mechanisms/pscl/temporal_integration.py,71,module::def compute_temporal_integration,<expr-L>,0.25,float,expr-literal, | # M0: Salience Sustained — gated by harmonicity for consonance sensitivity | m0 = (1.0 - r3(_INHARM)) * (,"0.25 * h3(_TONAL, 6, 1, 0)","+ 0.25 * h3(_PITCHSAL, 6, 1, 0) | + 0.20 * h3(_AUTOCORR, 6, 1, 0) | + 0.15 * h3(_TRIST1, 6, 1, 0)",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/mechanisms/pscl/temporal_integration.py,72,module::def compute_temporal_integration,<expr-L>,0.25,float,expr-literal,"# M0: Salience Sustained — gated by harmonicity for consonance sensitivity | m0 = (1.0 - r3(_INHARM)) * ( | 0.25 * h3(_TONAL, 6, 1, 0)","+ 0.25 * h3(_PITCHSAL, 6, 1, 0)","+ 0.20 * h3(_AUTOCORR, 6, 1, 0) | + 0.15 * h3(_TRIST1, 6, 1, 0) | + 0.15 * h3(_CONC, 6, 14, 0)",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/mechanisms/sded/__init__.py,85,module,_ROUGHNESS,0,int,module-assign, |  | # -- R3 feature indices (post-freeze 97D) -------------------------------------,"_ROUGHNESS = 0        # roughness (A group, unchanged)","_SETHARES = 1         # sethares_dissonance (A group, unchanged) | _HELMHOLTZ = 2        # helmholtz_kang (A group, unchanged) | _STUMPF = 3           # stumpf fusion (A group, unchanged)",1,helmholtz,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/mechanisms/sded/__init__.py,86,module,_SETHARES,1,int,module-assign," | # -- R3 feature indices (post-freeze 97D) ------------------------------------- | _ROUGHNESS = 0        # roughness (A group, unchanged)","_SETHARES = 1         # sethares_dissonance (A group, unchanged)","_HELMHOLTZ = 2        # helmholtz_kang (A group, unchanged) | _STUMPF = 3           # stumpf fusion (A group, unchanged) | _INHARM = 5           # inharmonicity (A group, unchanged)",1,helmholtz,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/mechanisms/sded/__init__.py,87,module,_HELMHOLTZ,2,int,module-assign,"# -- R3 feature indices (post-freeze 97D) ------------------------------------- | _ROUGHNESS = 0        # roughness (A group, unchanged) | _SETHARES = 1         # sethares_dissonance (A group, unchanged)","_HELMHOLTZ = 2        # helmholtz_kang (A group, unchanged)","_STUMPF = 3           # stumpf fusion (A group, unchanged) | _INHARM = 5           # inharmonicity (A group, unchanged) | _TONALNESS = 14       # tonalness (C group, unchanged)",1,helmholtz,,0,LIT-FROZEN,line-citation
brain/functions/f1/mechanisms/sded/__init__.py,88,module,_STUMPF,3,int,module-assign,"_ROUGHNESS = 0        # roughness (A group, unchanged) | _SETHARES = 1         # sethares_dissonance (A group, unchanged) | _HELMHOLTZ = 2        # helmholtz_kang (A group, unchanged)","_STUMPF = 3           # stumpf fusion (A group, unchanged)","_INHARM = 5           # inharmonicity (A group, unchanged) | _TONALNESS = 14       # tonalness (C group, unchanged) | _SPECTRAL_AUTO = 17   # spectral_autocorrelation (C group, replaces dissolved x_l5l7)",1,helmholtz,,0,LIT-FROZEN,line-citation
brain/functions/f1/mechanisms/sded/__init__.py,89,module,_INHARM,5,int,module-assign,"_SETHARES = 1         # sethares_dissonance (A group, unchanged) | _HELMHOLTZ = 2        # helmholtz_kang (A group, unchanged) | _STUMPF = 3           # stumpf fusion (A group, unchanged)","_INHARM = 5           # inharmonicity (A group, unchanged)","_TONALNESS = 14       # tonalness (C group, unchanged) | _SPECTRAL_AUTO = 17   # spectral_autocorrelation (C group, replaces dissolved x_l5l7) | _TRIST1 = 18          # tristimulus1 (C group, unchanged)",1,helmholtz,,0,LIT-FROZEN,line-citation
brain/functions/f1/mechanisms/sded/__init__.py,90,module,_TONALNESS,14,int,module-assign,"_HELMHOLTZ = 2        # helmholtz_kang (A group, unchanged) | _STUMPF = 3           # stumpf fusion (A group, unchanged) | _INHARM = 5           # inharmonicity (A group, unchanged)","_TONALNESS = 14       # tonalness (C group, unchanged)","_SPECTRAL_AUTO = 17   # spectral_autocorrelation (C group, replaces dissolved x_l5l7) | _TRIST1 = 18          # tristimulus1 (C group, unchanged) | ",1,helmholtz,,0,LIT-FROZEN,line-citation
brain/functions/f1/mechanisms/sded/__init__.py,91,module,_SPECTRAL_AUTO,17,int,module-assign,"_STUMPF = 3           # stumpf fusion (A group, unchanged) | _INHARM = 5           # inharmonicity (A group, unchanged) | _TONALNESS = 14       # tonalness (C group, unchanged)","_SPECTRAL_AUTO = 17   # spectral_autocorrelation (C group, replaces dissolved x_l5l7)","_TRIST1 = 18          # tristimulus1 (C group, unchanged) |  | ",1,stumpf,,0,LIT-FROZEN,line-citation
brain/functions/f1/mechanisms/sded/__init__.py,92,module,_TRIST1,18,int,module-assign,"_INHARM = 5           # inharmonicity (A group, unchanged) | _TONALNESS = 14       # tonalness (C group, unchanged) | _SPECTRAL_AUTO = 17   # spectral_autocorrelation (C group, replaces dissolved x_l5l7)","_TRIST1 = 18          # tristimulus1 (C group, unchanged)", |  | # -- 9 H3 Demand Specifications -----------------------------------------------,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/mechanisms/sded/__init__.py,163,module::class SDED,OUTPUT_DIM,10,int,class-attr,"FULL_NAME = ""Sensory Dissonance Early Detection"" | UNIT = ""SPU"" | FUNCTION = ""F1""",OUTPUT_DIM = 10, | LAYERS = ( | LayerSpec(,0,,,0,STRUCTURAL,structural-name-token
brain/functions/f1/mechanisms/sded/__init__.py,100,module,_h3.arg2,0,int,spec-numeric-posarg2," | _SDED_H3_DEMANDS: Tuple[H3DemandSpec, ...] = ( | # === L2 Integration / H0 Gamma (6 tuples) ===","_h3(_ROUGHNESS, ""roughness"", 0, 0, 2,","""Instant roughness at brainstem timescale (~25ms)"", | ""Fishman 2001""), | _h3(_SETHARES, ""sethares_dissonance"", 0, 0, 2,",1,Fishman,2001,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,100,module,_h3.arg3,0,int,spec-numeric-posarg3," | _SDED_H3_DEMANDS: Tuple[H3DemandSpec, ...] = ( | # === L2 Integration / H0 Gamma (6 tuples) ===","_h3(_ROUGHNESS, ""roughness"", 0, 0, 2,","""Instant roughness at brainstem timescale (~25ms)"", | ""Fishman 2001""), | _h3(_SETHARES, ""sethares_dissonance"", 0, 0, 2,",1,Fishman,2001,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,100,module,_h3.arg4,2,int,spec-numeric-posarg4," | _SDED_H3_DEMANDS: Tuple[H3DemandSpec, ...] = ( | # === L2 Integration / H0 Gamma (6 tuples) ===","_h3(_ROUGHNESS, ""roughness"", 0, 0, 2,","""Instant roughness at brainstem timescale (~25ms)"", | ""Fishman 2001""), | _h3(_SETHARES, ""sethares_dissonance"", 0, 0, 2,",1,Fishman,2001,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,103,module,_h3.arg2,0,int,spec-numeric-posarg2,"_h3(_ROUGHNESS, ""roughness"", 0, 0, 2, | ""Instant roughness at brainstem timescale (~25ms)"", | ""Fishman 2001""),","_h3(_SETHARES, ""sethares_dissonance"", 0, 0, 2,","""Instant psychoacoustic dissonance confirmation"", | ""Sethares 1999""), | _h3(_HELMHOLTZ, ""helmholtz_kang"", 0, 0, 2,",1,Fishman,2001,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,103,module,_h3.arg3,0,int,spec-numeric-posarg3,"_h3(_ROUGHNESS, ""roughness"", 0, 0, 2, | ""Instant roughness at brainstem timescale (~25ms)"", | ""Fishman 2001""),","_h3(_SETHARES, ""sethares_dissonance"", 0, 0, 2,","""Instant psychoacoustic dissonance confirmation"", | ""Sethares 1999""), | _h3(_HELMHOLTZ, ""helmholtz_kang"", 0, 0, 2,",1,Fishman,2001,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,103,module,_h3.arg4,2,int,spec-numeric-posarg4,"_h3(_ROUGHNESS, ""roughness"", 0, 0, 2, | ""Instant roughness at brainstem timescale (~25ms)"", | ""Fishman 2001""),","_h3(_SETHARES, ""sethares_dissonance"", 0, 0, 2,","""Instant psychoacoustic dissonance confirmation"", | ""Sethares 1999""), | _h3(_HELMHOLTZ, ""helmholtz_kang"", 0, 0, 2,",1,Fishman,2001,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,106,module,_h3.arg2,0,int,spec-numeric-posarg2,"_h3(_SETHARES, ""sethares_dissonance"", 0, 0, 2, | ""Instant psychoacoustic dissonance confirmation"", | ""Sethares 1999""),","_h3(_HELMHOLTZ, ""helmholtz_kang"", 0, 0, 2,","""Instant consonance (inverted for dissonance)"", | ""Helmholtz 1863""), | _h3(_INHARM, ""inharmonicity"", 0, 0, 2,",1,Sethares,1999,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,106,module,_h3.arg3,0,int,spec-numeric-posarg3,"_h3(_SETHARES, ""sethares_dissonance"", 0, 0, 2, | ""Instant psychoacoustic dissonance confirmation"", | ""Sethares 1999""),","_h3(_HELMHOLTZ, ""helmholtz_kang"", 0, 0, 2,","""Instant consonance (inverted for dissonance)"", | ""Helmholtz 1863""), | _h3(_INHARM, ""inharmonicity"", 0, 0, 2,",1,Sethares,1999,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,106,module,_h3.arg4,2,int,spec-numeric-posarg4,"_h3(_SETHARES, ""sethares_dissonance"", 0, 0, 2, | ""Instant psychoacoustic dissonance confirmation"", | ""Sethares 1999""),","_h3(_HELMHOLTZ, ""helmholtz_kang"", 0, 0, 2,","""Instant consonance (inverted for dissonance)"", | ""Helmholtz 1863""), | _h3(_INHARM, ""inharmonicity"", 0, 0, 2,",1,Sethares,1999,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,109,module,_h3.arg2,0,int,spec-numeric-posarg2,"_h3(_HELMHOLTZ, ""helmholtz_kang"", 0, 0, 2, | ""Instant consonance (inverted for dissonance)"", | ""Helmholtz 1863""),","_h3(_INHARM, ""inharmonicity"", 0, 0, 2,","""Instant spectral deviation from harmonic series"", | ""Fletcher 1934""), | _h3(_TRIST1, ""tristimulus1"", 0, 0, 2,",1,Helmholtz,1863,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,109,module,_h3.arg3,0,int,spec-numeric-posarg3,"_h3(_HELMHOLTZ, ""helmholtz_kang"", 0, 0, 2, | ""Instant consonance (inverted for dissonance)"", | ""Helmholtz 1863""),","_h3(_INHARM, ""inharmonicity"", 0, 0, 2,","""Instant spectral deviation from harmonic series"", | ""Fletcher 1934""), | _h3(_TRIST1, ""tristimulus1"", 0, 0, 2,",1,Helmholtz,1863,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,109,module,_h3.arg4,2,int,spec-numeric-posarg4,"_h3(_HELMHOLTZ, ""helmholtz_kang"", 0, 0, 2, | ""Instant consonance (inverted for dissonance)"", | ""Helmholtz 1863""),","_h3(_INHARM, ""inharmonicity"", 0, 0, 2,","""Instant spectral deviation from harmonic series"", | ""Fletcher 1934""), | _h3(_TRIST1, ""tristimulus1"", 0, 0, 2,",1,Helmholtz,1863,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,112,module,_h3.arg2,0,int,spec-numeric-posarg2,"_h3(_INHARM, ""inharmonicity"", 0, 0, 2, | ""Instant spectral deviation from harmonic series"", | ""Fletcher 1934""),","_h3(_TRIST1, ""tristimulus1"", 0, 0, 2,","""F0 energy for roughness encoding quality"", | ""Pollard & Jansson 1982""), | ",1,Fletcher,1934,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,112,module,_h3.arg3,0,int,spec-numeric-posarg3,"_h3(_INHARM, ""inharmonicity"", 0, 0, 2, | ""Instant spectral deviation from harmonic series"", | ""Fletcher 1934""),","_h3(_TRIST1, ""tristimulus1"", 0, 0, 2,","""F0 energy for roughness encoding quality"", | ""Pollard & Jansson 1982""), | ",1,Fletcher,1934,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,112,module,_h3.arg4,2,int,spec-numeric-posarg4,"_h3(_INHARM, ""inharmonicity"", 0, 0, 2, | ""Instant spectral deviation from harmonic series"", | ""Fletcher 1934""),","_h3(_TRIST1, ""tristimulus1"", 0, 0, 2,","""F0 energy for roughness encoding quality"", | ""Pollard & Jansson 1982""), | ",1,Fletcher,1934,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,117,module,_h3.arg2,3,int,spec-numeric-posarg2,"""Pollard & Jansson 1982""), |  | # === L2 Integration / H3 Alpha-Beta (2 tuples) ===","_h3(_ROUGHNESS, ""roughness"", 3, 1, 2,","""Sustained roughness over 100ms for deviance baseline"", | ""Crespo-Bojorque 2018""), | _h3(_HELMHOLTZ, ""helmholtz_kang"", 3, 1, 2,",1,Pollard & Jansson,1982,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,117,module,_h3.arg3,1,int,spec-numeric-posarg3,"""Pollard & Jansson 1982""), |  | # === L2 Integration / H3 Alpha-Beta (2 tuples) ===","_h3(_ROUGHNESS, ""roughness"", 3, 1, 2,","""Sustained roughness over 100ms for deviance baseline"", | ""Crespo-Bojorque 2018""), | _h3(_HELMHOLTZ, ""helmholtz_kang"", 3, 1, 2,",1,Pollard & Jansson,1982,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,117,module,_h3.arg4,2,int,spec-numeric-posarg4,"""Pollard & Jansson 1982""), |  | # === L2 Integration / H3 Alpha-Beta (2 tuples) ===","_h3(_ROUGHNESS, ""roughness"", 3, 1, 2,","""Sustained roughness over 100ms for deviance baseline"", | ""Crespo-Bojorque 2018""), | _h3(_HELMHOLTZ, ""helmholtz_kang"", 3, 1, 2,",1,Pollard & Jansson,1982,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,120,module,_h3.arg2,3,int,spec-numeric-posarg2,"_h3(_ROUGHNESS, ""roughness"", 3, 1, 2, | ""Sustained roughness over 100ms for deviance baseline"", | ""Crespo-Bojorque 2018""),","_h3(_HELMHOLTZ, ""helmholtz_kang"", 3, 1, 2,","""Consonance context for behavioral response and prediction"", | ""Wagner 2018""), | ",1,Crespo-Bojorque,2018,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,120,module,_h3.arg3,1,int,spec-numeric-posarg3,"_h3(_ROUGHNESS, ""roughness"", 3, 1, 2, | ""Sustained roughness over 100ms for deviance baseline"", | ""Crespo-Bojorque 2018""),","_h3(_HELMHOLTZ, ""helmholtz_kang"", 3, 1, 2,","""Consonance context for behavioral response and prediction"", | ""Wagner 2018""), | ",1,Crespo-Bojorque,2018,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,120,module,_h3.arg4,2,int,spec-numeric-posarg4,"_h3(_ROUGHNESS, ""roughness"", 3, 1, 2, | ""Sustained roughness over 100ms for deviance baseline"", | ""Crespo-Bojorque 2018""),","_h3(_HELMHOLTZ, ""helmholtz_kang"", 3, 1, 2,","""Consonance context for behavioral response and prediction"", | ""Wagner 2018""), | ",1,Crespo-Bojorque,2018,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,125,module,_h3.arg2,3,int,spec-numeric-posarg2,"""Wagner 2018""), |  | # === L2 Integration / H3 cross-band (1 tuple) ===","_h3(_SPECTRAL_AUTO, ""spectral_autocorrelation"", 3, 0, 2,","""Cross-band roughness coupling (replaces dissolved x_l5l7)"", | ""Trulla 2018""), | ",1,Wagner,2018,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,125,module,_h3.arg3,0,int,spec-numeric-posarg3,"""Wagner 2018""), |  | # === L2 Integration / H3 cross-band (1 tuple) ===","_h3(_SPECTRAL_AUTO, ""spectral_autocorrelation"", 3, 0, 2,","""Cross-band roughness coupling (replaces dissolved x_l5l7)"", | ""Trulla 2018""), | ",1,Wagner,2018,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,125,module,_h3.arg4,2,int,spec-numeric-posarg4,"""Wagner 2018""), |  | # === L2 Integration / H3 cross-band (1 tuple) ===","_h3(_SPECTRAL_AUTO, ""spectral_autocorrelation"", 3, 0, 2,","""Cross-band roughness coupling (replaces dissolved x_l5l7)"", | ""Trulla 2018""), | ",1,Wagner,2018,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,130,module,_h3.arg2,3,int,spec-numeric-posarg2,"""Trulla 2018""), |  | # === L0 Memory (1 tuple) ===","_h3(_TONALNESS, ""tonalness"", 3, 1, 0,","""Pitch clarity over 100ms — modulates roughness detection"", | ""Bidelman 2013""), | )",1,Trulla,2018,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,130,module,_h3.arg3,1,int,spec-numeric-posarg3,"""Trulla 2018""), |  | # === L0 Memory (1 tuple) ===","_h3(_TONALNESS, ""tonalness"", 3, 1, 0,","""Pitch clarity over 100ms — modulates roughness detection"", | ""Bidelman 2013""), | )",1,Trulla,2018,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,130,module,_h3.arg4,0,int,spec-numeric-posarg4,"""Trulla 2018""), |  | # === L0 Memory (1 tuple) ===","_h3(_TONALNESS, ""tonalness"", 3, 1, 0,","""Pitch clarity over 100ms — modulates roughness detection"", | ""Bidelman 2013""), | )",1,Trulla,2018,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,167,module::class SDED,LayerSpec.arg2,0,int,spec-numeric-posarg2, | LAYERS = ( | LayerSpec(,"""E"", ""Extraction"", 0, 3,","(""E0:early_detection"", ""E1:mmn_dissonance"", | ""E2:behavioral_accuracy""), | scope=""internal"",",0,,,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,167,module::class SDED,LayerSpec.arg3,3,int,spec-numeric-posarg3, | LAYERS = ( | LayerSpec(,"""E"", ""Extraction"", 0, 3,","(""E0:early_detection"", ""E1:mmn_dissonance"", | ""E2:behavioral_accuracy""), | scope=""internal"",",0,,,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,173,module::class SDED,LayerSpec.arg2,3,int,spec-numeric-posarg2,"scope=""internal"", | ), | LayerSpec(","""M"", ""Memory"", 3, 4,","(""M0:detection_function"",), | scope=""internal"", | ),",0,,,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,173,module::class SDED,LayerSpec.arg3,4,int,spec-numeric-posarg3,"scope=""internal"", | ), | LayerSpec(","""M"", ""Memory"", 3, 4,","(""M0:detection_function"",), | scope=""internal"", | ),",0,,,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,178,module::class SDED,LayerSpec.arg2,4,int,spec-numeric-posarg2,"scope=""internal"", | ), | LayerSpec(","""P"", ""Present"", 4, 7,","(""P0:roughness_detection"", ""P1:deviation_detection"", | ""P2:behavioral_response""), | scope=""hybrid"",",0,,,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,178,module::class SDED,LayerSpec.arg3,7,int,spec-numeric-posarg3,"scope=""internal"", | ), | LayerSpec(","""P"", ""Present"", 4, 7,","(""P0:roughness_detection"", ""P1:deviation_detection"", | ""P2:behavioral_response""), | scope=""hybrid"",",0,,,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,184,module::class SDED,LayerSpec.arg2,7,int,spec-numeric-posarg2,"scope=""hybrid"", | ), | LayerSpec(","""F"", ""Forecast"", 7, 10,","(""F0:dissonance_detection_pred"", ""F1:behavioral_accuracy_pred"", | ""F2:training_effect_pred""), | scope=""external"",",0,,,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,184,module::class SDED,LayerSpec.arg3,10,int,spec-numeric-posarg3,"scope=""hybrid"", | ), | LayerSpec(","""F"", ""Forecast"", 7, 10,","(""F0:dissonance_detection_pred"", ""F1:behavioral_accuracy_pred"", | ""F2:training_effect_pred""), | scope=""external"",",0,,,0,STRUCTURAL,spec-numeric
brain/functions/f1/mechanisms/sded/__init__.py,274,module::class SDED::def metadata,ModelMetadata.confidence_range,"[0.5, 0.7]",tuple-numeric,call-kw,"""computational (RQA)""), | ), | evidence_tier=""gamma"",","confidence_range=(0.50, 0.70),","falsification_criteria=( | ""Pure tones or perfectly harmonic stimuli should NOT "" | ""trigger early detection (low roughness -> low E0)"",",0,,,0,STRUCTURAL,model-metadata
brain/functions/f1/mechanisms/sded/__init__.py,314,module::class SDED::def compute,output.clamp.arg0,0.0,float,call-posarg0,"f = compute_forecast(h3_features, e, p) |  | output = torch.stack([*e, *m, *p, *f], dim=-1)","return output.clamp(0.0, 1.0)",,0,,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/mechanisms/sded/__init__.py,314,module::class SDED::def compute,output.clamp.arg1,1.0,float,call-posarg1,"f = compute_forecast(h3_features, e, p) |  | output = torch.stack([*e, *m, *p, *f], dim=-1)","return output.clamp(0.0, 1.0)",,0,,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/mechanisms/sded/__init__.py,213,module::class SDED::def region_links,RegionLink.arg2,0.8,float,link-weight-posarg2,"def region_links(self) -> Tuple[RegionLink, ...]: | return ( | # Heschl's Gyrus (A1) — phase-locked roughness encoder","RegionLink(""E0:early_detection"", ""A1_HG"", 0.80,","""Fishman 2001""), | RegionLink(""P0:roughness_detection"", ""A1_HG"", 0.65, | ""Fishman 2001""),",1,Fishman,2001,0,LIT-FROZEN,link-weight-with-citation
brain/functions/f1/mechanisms/sded/__init__.py,215,module::class SDED::def region_links,RegionLink.arg2,0.65,float,link-weight-posarg2,"# Heschl's Gyrus (A1) — phase-locked roughness encoder | RegionLink(""E0:early_detection"", ""A1_HG"", 0.80, | ""Fishman 2001""),","RegionLink(""P0:roughness_detection"", ""A1_HG"", 0.65,","""Fishman 2001""), | # Auditory brainstem — innate consonance hierarchy | RegionLink(""E0:early_detection"", ""IC"", 0.70,",1,Fishman,2001,0,LIT-FROZEN,link-weight-with-citation
brain/functions/f1/mechanisms/sded/__init__.py,218,module::class SDED::def region_links,RegionLink.arg2,0.7,float,link-weight-posarg2,"RegionLink(""P0:roughness_detection"", ""A1_HG"", 0.65, | ""Fishman 2001""), | # Auditory brainstem — innate consonance hierarchy","RegionLink(""E0:early_detection"", ""IC"", 0.70,","""Bidelman 2013""), | # Right STG — dissonance-sensitive high-gamma sites | RegionLink(""E1:mmn_dissonance"", ""STG"", 0.75,",1,Fishman,2001,0,LIT-FROZEN,link-weight-with-citation
brain/functions/f1/mechanisms/sded/__init__.py,221,module::class SDED::def region_links,RegionLink.arg2,0.75,float,link-weight-posarg2,"RegionLink(""E0:early_detection"", ""IC"", 0.70, | ""Bidelman 2013""), | # Right STG — dissonance-sensitive high-gamma sites","RegionLink(""E1:mmn_dissonance"", ""STG"", 0.75,","""Foo 2016""), | RegionLink(""M0:detection_function"", ""STG"", 0.50, | ""Crespo-Bojorque 2018""),",1,Bidelman,2013,0,LIT-FROZEN,link-weight-with-citation
brain/functions/f1/mechanisms/sded/__init__.py,223,module::class SDED::def region_links,RegionLink.arg2,0.5,float,link-weight-posarg2,"# Right STG — dissonance-sensitive high-gamma sites | RegionLink(""E1:mmn_dissonance"", ""STG"", 0.75, | ""Foo 2016""),","RegionLink(""M0:detection_function"", ""STG"", 0.50,","""Crespo-Bojorque 2018""), | ) | ",1,Foo,2016,0,LIT-FROZEN,link-weight-with-citation
brain/functions/f1/mechanisms/sded/__init__.py,235,module::class SDED::def metadata,Citation.arg1,2018,int,citation-call-posarg1,def metadata(self) -> ModelMetadata: | return ModelMetadata( | citations=(,"Citation(""Crespo-Bojorque"", 2018,","""Early MMN (152-258ms) for consonance changes "" | ""UNIVERSAL across expertise; late MMN (232-314ms) "" | ""ONLY in musicians"",",0,,,0,STRUCTURAL,citation-metadata
brain/functions/f1/mechanisms/sded/__init__.py,240,module::class SDED::def metadata,Citation.arg1,2001,int,citation-call-posarg1,"""UNIVERSAL across expertise; late MMN (232-314ms) "" | ""ONLY in musicians"", | ""EEG MMN, N=32 (16M+16NM)""),","Citation(""Fishman"", 2001,","""A1 phase-locked oscillatory activity correlates "" | ""with perceived dissonance; consonant chords show "" | ""little phase-locking; PT does NOT show activity"",",1,eeg,,0,STRUCTURAL,citation-metadata
brain/functions/f1/mechanisms/sded/__init__.py,245,module::class SDED::def metadata,Citation.arg1,2016,int,citation-call-posarg1,"""with perceived dissonance; consonant chords show "" | ""little phase-locking; PT does NOT show activity"", | ""intracranial AEP/MUA, 2 human + monkey""),","Citation(""Foo"", 2016,","""Right STG high-gamma (70-150Hz) dissonance "" | ""sensitivity 75-200ms; positive roughness-gamma "" | ""correlation; anterior spatial organization"",",0,,,0,STRUCTURAL,citation-metadata
