constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes
F1_00416,brain/functions/f1/mechanisms/bch/cognitive_present.py,64,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_cognitive_
F1_00417,brain/functions/f1/mechanisms/bch/cognitive_present.py,65,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_cognitive_
F1_00418,brain/functions/f1/mechanisms/bch/cognitive_present.py,75,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=bch scope=module::def compute_cognitive_
F1_00419,brain/functions/f1/mechanisms/bch/cognitive_present.py,76,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=bch scope=module::def compute_cognitive_
F1_00420,brain/functions/f1/mechanisms/bch/cognitive_present.py,63,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_cognitive_
F1_00421,brain/functions/f1/mechanisms/bch/cognitive_present.py,64,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_cognitive_
F1_00422,brain/functions/f1/mechanisms/bch/extraction.py,20,_ROUGH,0,module-assign,C,"Structural R³/H³ feature index alias '_ROUGH'=0 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00423,brain/functions/f1/mechanisms/bch/extraction.py,21,_SETH,1,module-assign,C,"Structural R³/H³ feature index alias '_SETH'=1 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00424,brain/functions/f1/mechanisms/bch/extraction.py,22,_HELM,2,module-assign,C,"Structural R³/H³ feature index alias '_HELM'=2 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00425,brain/functions/f1/mechanisms/bch/extraction.py,23,_STUMP,3,module-assign,C,"Structural R³/H³ feature index alias '_STUMP'=3 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00426,brain/functions/f1/mechanisms/bch/extraction.py,24,_INHARM,5,module-assign,C,"Structural R³/H³ feature index alias '_INHARM'=5 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00427,brain/functions/f1/mechanisms/bch/extraction.py,25,_TONAL,14,module-assign,C,"Structural R³/H³ feature index alias '_TONAL'=14 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00428,brain/functions/f1/mechanisms/bch/extraction.py,26,_AUTOCORR,17,module-assign,C,"Structural R³/H³ feature index alias '_AUTOCORR'=17 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00429,brain/functions/f1/mechanisms/bch/extraction.py,27,_TRIST1,18,module-assign,C,"Structural R³/H³ feature index alias '_TRIST1'=18 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00430,brain/functions/f1/mechanisms/bch/extraction.py,28,_TRIST2,19,module-assign,C,"Structural R³/H³ feature index alias '_TRIST2'=19 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00431,brain/functions/f1/mechanisms/bch/extraction.py,29,_TRIST3,20,module-assign,C,"Structural R³/H³ feature index alias '_TRIST3'=20 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00432,brain/functions/f1/mechanisms/bch/extraction.py,30,_PCE,38,module-assign,C,"Structural R³/H³ feature index alias '_PCE'=38 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00433,brain/functions/f1/mechanisms/bch/extraction.py,31,_PITCHSAL,39,module-assign,C,"Structural R³/H³ feature index alias '_PITCHSAL'=39 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00434,brain/functions/f1/mechanisms/bch/extraction.py,49,<expr-L>,0.9,expr-literal,E,"Mechanism layer ceiling cap (E2 clamp) — per context_brief §7 risk-item 1, BCH/PSCL ceiling caps 0.90/0.85/0.80/0.81 are bounding clamps not free parameters; not in any cited primary.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_extraction
F1_00435,brain/functions/f1/mechanisms/bch/extraction.py,64,<expr-R>,2.0,expr-literal,D,Operational divisor 2.0 averaging two terms (identity-form average operation).,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_extraction
F1_00436,brain/functions/f1/mechanisms/bch/extraction.py,56,<expr-L>,0.85,expr-literal,E,"Mechanism layer ceiling cap (E2 clamp) — per context_brief §7 risk-item 1, BCH/PSCL ceiling caps 0.90/0.85/0.80/0.81 are bounding clamps not free parameters; not in any cited primary.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_extraction
F1_00437,brain/functions/f1/mechanisms/bch/extraction.py,61,<expr-L>,0.8,expr-literal,E,"Mechanism layer ceiling cap (E2 clamp) — per context_brief §7 risk-item 1, BCH/PSCL ceiling caps 0.90/0.85/0.80/0.81 are bounding clamps not free parameters; not in any cited primary.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=bch scope=module::def compute_extraction
F1_00438,brain/functions/f1/mechanisms/bch/extraction.py,64,<expr-L>,0.81,expr-literal,E,"BCH E3 ceiling cap 0.81 numerically matches Bidelman 2009 FFR-behavior r=0.81 (web-verified). However the role is a bounding clamp on the layer output, not a published parameter value (context_brief §7 risk-item 1 explicitly classifies BCH ceiling caps 0.90/0.85/0.80/0.81 as ENGINEERING-CHOICE bounding clamps, not free parameters). Tagged E (E2 clamp) with escalation for manual confirmation.",Bidelman & Krishnan 2009,websearch-google,POSITIVE-for-r=0.81-but-role-mismatch,"Bidelman & Krishnan 2009 J Neurosci 29(42):13165 r=0.81 (verified 2026-05-17); but code role is ceiling cap (E2 clamp) per context_brief §7 risk-item 1, not value reproduction",MEDIUM,True,mech=bch scope=module::def compute_extraction
F1_00439,brain/functions/f1/mechanisms/bch/extraction.py,49,<expr-L>,0.5,expr-literal,E,Engineering mid-point or 50/50 split coefficient in mechanism output blend; no literature anchor for this specific weight.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_extraction
F1_00440,brain/functions/f1/mechanisms/bch/extraction.py,55,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_extraction
F1_00441,brain/functions/f1/mechanisms/bch/extraction.py,56,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_extraction
F1_00442,brain/functions/f1/mechanisms/bch/extraction.py,57,<expr-L>,0.5,expr-literal,E,Engineering mid-point or 50/50 split coefficient in mechanism output blend; no literature anchor for this specific weight.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_extraction
F1_00443,brain/functions/f1/mechanisms/bch/extraction.py,57,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_extraction
F1_00444,brain/functions/f1/mechanisms/bch/forecast.py,20,_ROUGH,0,module-assign,C,"Structural R³/H³ feature index alias '_ROUGH'=0 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00445,brain/functions/f1/mechanisms/bch/forecast.py,21,_PLEAS,4,module-assign,C,"Structural R³/H³ feature index alias '_PLEAS'=4 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00446,brain/functions/f1/mechanisms/bch/forecast.py,22,_INHARM,5,module-assign,C,"Structural R³/H³ feature index alias '_INHARM'=5 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00447,brain/functions/f1/mechanisms/bch/forecast.py,23,_PCE,38,module-assign,C,"Structural R³/H³ feature index alias '_PCE'=38 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00448,brain/functions/f1/mechanisms/bch/forecast.py,24,_PITCHSAL,39,module-assign,C,"Structural R³/H³ feature index alias '_PITCHSAL'=39 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00449,brain/functions/f1/mechanisms/bch/forecast.py,25,_KEYCLAR,51,module-assign,C,"Structural R³/H³ feature index alias '_KEYCLAR'=51 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00450,brain/functions/f1/mechanisms/bch/forecast.py,26,_TONALSTAB,60,module-assign,C,"Structural R³/H³ feature index alias '_TONALSTAB'=60 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00451,brain/functions/f1/mechanisms/bch/forecast.py,27,_COUPLING,41,module-assign,C,"Structural R³/H³ feature index alias '_COUPLING'=41 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00452,brain/functions/f1/mechanisms/bch/forecast.py,65,h3.arg1,3,call-posarg1,C,Structural H³/R³ index 3 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00453,brain/functions/f1/mechanisms/bch/forecast.py,65,h3.arg3,2,call-posarg3,C,Structural H³/R³ index 2 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00454,brain/functions/f1/mechanisms/bch/forecast.py,83,h3.arg1,6,call-posarg1,C,Structural H³/R³ index 6 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00455,brain/functions/f1/mechanisms/bch/forecast.py,103,h3.arg1,6,call-posarg1,C,Structural H³/R³ index 6 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00456,brain/functions/f1/mechanisms/bch/forecast.py,115,h3.arg1,6,call-posarg1,C,Structural H³/R³ index 6 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00457,brain/functions/f1/mechanisms/bch/forecast.py,82,h3.arg1,12,call-posarg1,C,Structural H³/R³ index 12 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00458,brain/functions/f1/mechanisms/bch/forecast.py,92,h3.arg1,6,call-posarg1,C,Structural H³/R³ index 6 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00459,brain/functions/f1/mechanisms/bch/forecast.py,92,h3.arg3,2,call-posarg3,C,Structural H³/R³ index 2 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00460,brain/functions/f1/mechanisms/bch/forecast.py,93,h3.arg3,2,call-posarg3,C,Structural H³/R³ index 2 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00461,brain/functions/f1/mechanisms/bch/forecast.py,102,h3.arg1,6,call-posarg1,C,Structural H³/R³ index 6 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00462,brain/functions/f1/mechanisms/bch/forecast.py,114,h3.arg1,6,call-posarg1,C,Structural H³/R³ index 6 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00463,brain/functions/f1/mechanisms/bch/forecast.py,114,h3.arg3,2,call-posarg3,C,Structural H³/R³ index 2 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00464,brain/functions/f1/mechanisms/bch/forecast.py,91,h3.arg1,6,call-posarg1,C,Structural H³/R³ index 6 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00465,brain/functions/f1/mechanisms/bch/forecast.py,91,h3.arg2,14,call-posarg2,C,Structural H³/R³ index 14 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00466,brain/functions/f1/mechanisms/bch/forecast.py,91,h3.arg3,2,call-posarg3,C,Structural H³/R³ index 2 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00467,brain/functions/f1/mechanisms/bch/forecast.py,101,h3.arg1,18,call-posarg1,C,Structural H³/R³ index 18 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00468,brain/functions/f1/mechanisms/bch/forecast.py,100,h3.arg1,12,call-posarg1,C,Structural H³/R³ index 12 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00469,brain/functions/f1/mechanisms/bch/forecast.py,111,h3.arg1,3,call-posarg1,C,Structural H³/R³ index 3 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00470,brain/functions/f1/mechanisms/bch/forecast.py,111,h3.arg2,18,call-posarg2,C,Structural H³/R³ index 18 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00471,brain/functions/f1/mechanisms/bch/forecast.py,108,h3.arg0,2,call-posarg0,C,Structural H³/R³ index 2 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00472,brain/functions/f1/mechanisms/bch/forecast.py,108,h3.arg1,12,call-posarg1,C,Structural H³/R³ index 12 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00473,brain/functions/f1/mechanisms/bch/forecast.py,109,h3.arg0,3,call-posarg0,C,Structural H³/R³ index 3 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00474,brain/functions/f1/mechanisms/bch/forecast.py,109,h3.arg1,6,call-posarg1,C,Structural H³/R³ index 6 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00475,brain/functions/f1/mechanisms/bch/forecast.py,110,h3.arg1,6,call-posarg1,C,Structural H³/R³ index 6 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00476,brain/functions/f1/mechanisms/bch/forecast.py,110,h3.arg2,18,call-posarg2,C,Structural H³/R³ index 18 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00477,brain/functions/f1/mechanisms/bch/forecast.py,83,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00478,brain/functions/f1/mechanisms/bch/forecast.py,93,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00479,brain/functions/f1/mechanisms/bch/forecast.py,103,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00480,brain/functions/f1/mechanisms/bch/forecast.py,115,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00481,brain/functions/f1/mechanisms/bch/forecast.py,72,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00482,brain/functions/f1/mechanisms/bch/forecast.py,82,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00483,brain/functions/f1/mechanisms/bch/forecast.py,92,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00484,brain/functions/f1/mechanisms/bch/forecast.py,93,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00485,brain/functions/f1/mechanisms/bch/forecast.py,102,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00486,brain/functions/f1/mechanisms/bch/forecast.py,114,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00487,brain/functions/f1/mechanisms/bch/forecast.py,81,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00488,brain/functions/f1/mechanisms/bch/forecast.py,91,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00489,brain/functions/f1/mechanisms/bch/forecast.py,101,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00490,brain/functions/f1/mechanisms/bch/forecast.py,113,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00491,brain/functions/f1/mechanisms/bch/forecast.py,80,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00492,brain/functions/f1/mechanisms/bch/forecast.py,90,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00493,brain/functions/f1/mechanisms/bch/forecast.py,100,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00494,brain/functions/f1/mechanisms/bch/forecast.py,112,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00495,brain/functions/f1/mechanisms/bch/forecast.py,79,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00496,brain/functions/f1/mechanisms/bch/forecast.py,88,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00497,brain/functions/f1/mechanisms/bch/forecast.py,89,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00498,brain/functions/f1/mechanisms/bch/forecast.py,98,<expr-L>,0.25,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00499,brain/functions/f1/mechanisms/bch/forecast.py,99,<expr-L>,0.25,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00500,brain/functions/f1/mechanisms/bch/forecast.py,111,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00501,brain/functions/f1/mechanisms/bch/forecast.py,78,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00502,brain/functions/f1/mechanisms/bch/forecast.py,110,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00503,brain/functions/f1/mechanisms/bch/forecast.py,111,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00504,brain/functions/f1/mechanisms/bch/forecast.py,76,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00505,brain/functions/f1/mechanisms/bch/forecast.py,77,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00506,brain/functions/f1/mechanisms/bch/forecast.py,108,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00507,brain/functions/f1/mechanisms/bch/forecast.py,109,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00508,brain/functions/f1/mechanisms/bch/forecast.py,110,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module::def compute_forecast
F1_00509,brain/functions/f1/mechanisms/bch/temporal_integration.py,20,_ROUGH,0,module-assign,C,"Structural R³/H³ feature index alias '_ROUGH'=0 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00510,brain/functions/f1/mechanisms/bch/temporal_integration.py,21,_PLEAS,4,module-assign,C,"Structural R³/H³ feature index alias '_PLEAS'=4 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00511,brain/functions/f1/mechanisms/bch/temporal_integration.py,22,_INHARM,5,module-assign,C,"Structural R³/H³ feature index alias '_INHARM'=5 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
F1_00512,brain/functions/f1/mechanisms/bch/temporal_integration.py,23,_HDEV,6,module-assign,C,"Structural R³/H³ feature index alias '_HDEV'=6 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=bch scope=module
