constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes,source_agent
A2_01628,brain/functions/f2/mechanisms/udp/forecast.py,67,<expr-L>,0.35,expr-literal,E,Expression mixer weight 0.35 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01629,brain/functions/f2/mechanisms/udp/forecast.py,68,<expr-L>,0.25,expr-literal,E,Expression mixer weight 0.25 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01630,brain/functions/f2/mechanisms/udp/forecast.py,79,<expr-L>,0.3,expr-literal,E,Expression mixer weight 0.3 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01631,brain/functions/f2/mechanisms/udp/forecast.py,80,<expr-L>,0.25,expr-literal,E,Expression mixer weight 0.25 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01632,brain/functions/f2/mechanisms/udp/forecast.py,90,<expr-L>,0.3,expr-literal,E,Expression mixer weight 0.3 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01633,brain/functions/f2/mechanisms/udp/forecast.py,91,<expr-L>,0.25,expr-literal,E,Expression mixer weight 0.25 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01634,brain/functions/f2/mechanisms/udp/temporal_integration.py,26,_PLEAS_H3_VAL,"[4, 3, 0, 2]",module-assign,C,"H³ tensor coordinate alias `_PLEAS_H3_VAL = [4, 3, 0, 2]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01635,brain/functions/f2/mechanisms/udp/temporal_integration.py,27,_PLEAS_H16_MEAN,"[4, 16, 1, 0]",module-assign,C,"H³ tensor coordinate alias `_PLEAS_H16_MEAN = [4, 16, 1, 0]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01636,brain/functions/f2/mechanisms/udp/temporal_integration.py,28,_PLEAS_H16_ENTROPY,"[4, 16, 13, 0]",module-assign,C,"H³ tensor coordinate alias `_PLEAS_H16_ENTROPY = [4, 16, 13, 0]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01637,brain/functions/f2/mechanisms/udp/temporal_integration.py,29,_TONAL_H8_MEAN,"[14, 8, 1, 0]",module-assign,C,"H³ tensor coordinate alias `_TONAL_H8_MEAN = [14, 8, 1, 0]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01638,brain/functions/f2/mechanisms/udp/temporal_integration.py,30,_TONAL_H16_MEAN,"[14, 16, 1, 0]",module-assign,C,"H³ tensor coordinate alias `_TONAL_H16_MEAN = [14, 16, 1, 0]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01639,brain/functions/f2/mechanisms/udp/temporal_integration.py,31,_PERIOD_H8_MEAN,"[5, 8, 1, 0]",module-assign,C,"H³ tensor coordinate alias `_PERIOD_H8_MEAN = [5, 8, 1, 0]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01640,brain/functions/f2/mechanisms/udp/temporal_integration.py,32,_PERIOD_H16_TREND,"[5, 16, 18, 0]",module-assign,C,"H³ tensor coordinate alias `_PERIOD_H16_TREND = [5, 16, 18, 0]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01641,brain/functions/f2/mechanisms/udp/temporal_integration.py,33,_SPEC_CHANGE_H1_VAL,"[21, 1, 0, 2]",module-assign,C,"H³ tensor coordinate alias `_SPEC_CHANGE_H1_VAL = [21, 1, 0, 2]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01642,brain/functions/f2/mechanisms/udp/temporal_integration.py,34,_SPEC_CHANGE_H3_VAL,"[21, 3, 0, 2]",module-assign,C,"H³ tensor coordinate alias `_SPEC_CHANGE_H3_VAL = [21, 3, 0, 2]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01643,brain/functions/f2/mechanisms/udp/temporal_integration.py,35,_TONAL_STAB_H8_VAL,"[60, 8, 0, 0]",module-assign,C,"H³ tensor coordinate alias `_TONAL_STAB_H8_VAL = [60, 8, 0, 0]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01644,brain/functions/f2/mechanisms/udp/temporal_integration.py,36,_TONAL_STAB_H16_MEAN,"[60, 16, 1, 0]",module-assign,C,"H³ tensor coordinate alias `_TONAL_STAB_H16_MEAN = [60, 16, 1, 0]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01645,brain/functions/f2/mechanisms/udp/temporal_integration.py,37,_TONAL_STAB_H16_ENTROPY,"[60, 16, 13, 0]",module-assign,C,"H³ tensor coordinate alias `_TONAL_STAB_H16_ENTROPY = [60, 16, 13, 0]` — STRUCTURAL tensor addressing key (r3_idx, horizon, morph, law).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple alias,2
A2_01646,brain/functions/f2/mechanisms/udp/temporal_integration.py,85,<expr-L>,0.15,expr-literal,E,Expression mixer weight 0.15 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01647,brain/functions/f2/mechanisms/udp/temporal_integration.py,99,<expr-L>,0.1,expr-literal,E,Expression mixer weight 0.1 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01648,brain/functions/f2/mechanisms/udp/temporal_integration.py,84,<expr-L>,0.2,expr-literal,E,Expression mixer weight 0.2 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01649,brain/functions/f2/mechanisms/udp/temporal_integration.py,85,<expr-L>,1.0,expr-literal,D,"Clamp endpoint 1.0 — IDENTITY-PLACEHOLDER (unit-interval boundary of [0,1] support).",NONE,inspection,N/A,,HIGH,FALSE,D: clamp endpoint,2
A2_01650,brain/functions/f2/mechanisms/udp/temporal_integration.py,98,<expr-L>,0.15,expr-literal,E,Expression mixer weight 0.15 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01651,brain/functions/f2/mechanisms/udp/temporal_integration.py,83,<expr-L>,0.2,expr-literal,E,Expression mixer weight 0.2 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01652,brain/functions/f2/mechanisms/udp/temporal_integration.py,97,<expr-L>,0.15,expr-literal,E,Expression mixer weight 0.15 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01653,brain/functions/f2/mechanisms/udp/temporal_integration.py,81,<expr-L>,0.25,expr-literal,E,Expression mixer weight 0.25 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01654,brain/functions/f2/mechanisms/udp/temporal_integration.py,82,<expr-L>,0.2,expr-literal,E,Expression mixer weight 0.2 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01655,brain/functions/f2/mechanisms/udp/temporal_integration.py,96,<expr-L>,0.15,expr-literal,E,Expression mixer weight 0.15 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01656,brain/functions/f2/mechanisms/udp/temporal_integration.py,94,<expr-L>,0.25,expr-literal,E,Expression mixer weight 0.25 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01657,brain/functions/f2/mechanisms/udp/temporal_integration.py,95,<expr-L>,0.2,expr-literal,E,Expression mixer weight 0.2 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula,2
A2_01658,brain/functions/f2/mechanisms/wmed/__init__.py,98,_AMPLITUDE,7,module-assign,C,Index alias `_AMPLITUDE = 7` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias,2
A2_01659,brain/functions/f2/mechanisms/wmed/__init__.py,99,_ONSET_LOUD,10,module-assign,C,Index alias `_ONSET_LOUD = 10` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias,2
A2_01660,brain/functions/f2/mechanisms/wmed/__init__.py,100,_ONSET_BEAT,11,module-assign,C,Index alias `_ONSET_BEAT = 11` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias,2
A2_01661,brain/functions/f2/mechanisms/wmed/__init__.py,101,_SPECTRAL_CHANGE,21,module-assign,C,Index alias `_SPECTRAL_CHANGE = 21` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias,2
A2_01662,brain/functions/f2/mechanisms/wmed/__init__.py,102,_DIST_ENTROPY,22,module-assign,C,Index alias `_DIST_ENTROPY = 22` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias,2
A2_01663,brain/functions/f2/mechanisms/wmed/__init__.py,103,_CHROMA_C,25,module-assign,C,Index alias `_CHROMA_C = 25` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias,2
A2_01664,brain/functions/f2/mechanisms/wmed/__init__.py,104,_TONAL_STABILITY,60,module-assign,C,Index alias `_TONAL_STABILITY = 60` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias,2
A2_01665,brain/functions/f2/mechanisms/wmed/__init__.py,202,OUTPUT_DIM,11,class-attr,C,Class attribute `OUTPUT_DIM = 11` — STRUCTURAL (mech output dimensionality).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: mech output cardinality,2
A2_01666,brain/functions/f2/mechanisms/wmed/__init__.py,113,_h3.arg2,3,spec-numeric-posarg2,C,"H3DemandSpec arg2=3 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01667,brain/functions/f2/mechanisms/wmed/__init__.py,113,_h3.arg3,0,spec-numeric-posarg3,C,"H3DemandSpec arg3=0 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01668,brain/functions/f2/mechanisms/wmed/__init__.py,113,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01669,brain/functions/f2/mechanisms/wmed/__init__.py,116,_h3.arg2,3,spec-numeric-posarg2,C,"H3DemandSpec arg2=3 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01670,brain/functions/f2/mechanisms/wmed/__init__.py,116,_h3.arg3,14,spec-numeric-posarg3,C,"H3DemandSpec arg3=14 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01671,brain/functions/f2/mechanisms/wmed/__init__.py,116,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01672,brain/functions/f2/mechanisms/wmed/__init__.py,119,_h3.arg2,16,spec-numeric-posarg2,C,"H3DemandSpec arg2=16 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01673,brain/functions/f2/mechanisms/wmed/__init__.py,119,_h3.arg3,14,spec-numeric-posarg3,C,"H3DemandSpec arg3=14 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01674,brain/functions/f2/mechanisms/wmed/__init__.py,119,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01675,brain/functions/f2/mechanisms/wmed/__init__.py,122,_h3.arg2,3,spec-numeric-posarg2,C,"H3DemandSpec arg2=3 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01676,brain/functions/f2/mechanisms/wmed/__init__.py,122,_h3.arg3,0,spec-numeric-posarg3,C,"H3DemandSpec arg3=0 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01677,brain/functions/f2/mechanisms/wmed/__init__.py,122,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01678,brain/functions/f2/mechanisms/wmed/__init__.py,125,_h3.arg2,16,spec-numeric-posarg2,C,"H3DemandSpec arg2=16 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01679,brain/functions/f2/mechanisms/wmed/__init__.py,125,_h3.arg3,14,spec-numeric-posarg3,C,"H3DemandSpec arg3=14 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01680,brain/functions/f2/mechanisms/wmed/__init__.py,125,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01681,brain/functions/f2/mechanisms/wmed/__init__.py,130,_h3.arg2,3,spec-numeric-posarg2,C,"H3DemandSpec arg2=3 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01682,brain/functions/f2/mechanisms/wmed/__init__.py,130,_h3.arg3,2,spec-numeric-posarg3,C,"H3DemandSpec arg3=2 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01683,brain/functions/f2/mechanisms/wmed/__init__.py,130,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01684,brain/functions/f2/mechanisms/wmed/__init__.py,133,_h3.arg2,16,spec-numeric-posarg2,C,"H3DemandSpec arg2=16 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01685,brain/functions/f2/mechanisms/wmed/__init__.py,133,_h3.arg3,1,spec-numeric-posarg3,C,"H3DemandSpec arg3=1 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01686,brain/functions/f2/mechanisms/wmed/__init__.py,133,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01687,brain/functions/f2/mechanisms/wmed/__init__.py,138,_h3.arg2,3,spec-numeric-posarg2,C,"H3DemandSpec arg2=3 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01688,brain/functions/f2/mechanisms/wmed/__init__.py,138,_h3.arg3,14,spec-numeric-posarg3,C,"H3DemandSpec arg3=14 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01689,brain/functions/f2/mechanisms/wmed/__init__.py,138,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01690,brain/functions/f2/mechanisms/wmed/__init__.py,141,_h3.arg2,16,spec-numeric-posarg2,C,"H3DemandSpec arg2=16 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01691,brain/functions/f2/mechanisms/wmed/__init__.py,141,_h3.arg3,14,spec-numeric-posarg3,C,"H3DemandSpec arg3=14 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01692,brain/functions/f2/mechanisms/wmed/__init__.py,141,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01693,brain/functions/f2/mechanisms/wmed/__init__.py,144,_h3.arg2,16,spec-numeric-posarg2,C,"H3DemandSpec arg2=16 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01694,brain/functions/f2/mechanisms/wmed/__init__.py,144,_h3.arg3,21,spec-numeric-posarg3,C,"H3DemandSpec arg3=21 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01695,brain/functions/f2/mechanisms/wmed/__init__.py,144,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01696,brain/functions/f2/mechanisms/wmed/__init__.py,149,_h3.arg2,8,spec-numeric-posarg2,C,"H3DemandSpec arg2=8 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01697,brain/functions/f2/mechanisms/wmed/__init__.py,149,_h3.arg3,0,spec-numeric-posarg3,C,"H3DemandSpec arg3=0 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01698,brain/functions/f2/mechanisms/wmed/__init__.py,149,_h3.arg4,0,spec-numeric-posarg4,C,"H3DemandSpec arg4=0 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01699,brain/functions/f2/mechanisms/wmed/__init__.py,152,_h3.arg2,16,spec-numeric-posarg2,C,"H3DemandSpec arg2=16 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01700,brain/functions/f2/mechanisms/wmed/__init__.py,152,_h3.arg3,1,spec-numeric-posarg3,C,"H3DemandSpec arg3=1 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01701,brain/functions/f2/mechanisms/wmed/__init__.py,152,_h3.arg4,0,spec-numeric-posarg4,C,"H3DemandSpec arg4=0 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01702,brain/functions/f2/mechanisms/wmed/__init__.py,155,_h3.arg2,16,spec-numeric-posarg2,C,"H3DemandSpec arg2=16 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01703,brain/functions/f2/mechanisms/wmed/__init__.py,155,_h3.arg3,13,spec-numeric-posarg3,C,"H3DemandSpec arg3=13 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01704,brain/functions/f2/mechanisms/wmed/__init__.py,155,_h3.arg4,0,spec-numeric-posarg4,C,"H3DemandSpec arg4=0 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01705,brain/functions/f2/mechanisms/wmed/__init__.py,160,_h3.arg2,3,spec-numeric-posarg2,C,"H3DemandSpec arg2=3 — T³ horizon index (0..31). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01706,brain/functions/f2/mechanisms/wmed/__init__.py,160,_h3.arg3,0,spec-numeric-posarg3,C,"H3DemandSpec arg3=0 — T³ morph index (0..23). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
A2_01707,brain/functions/f2/mechanisms/wmed/__init__.py,160,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec arg4=2 — T³ causal-law index (0..2). Structural tensor coordinate addressing the FROZEN H³ (97×32×24×3) tensor cell, not an empirical value.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ tensor coordinate,2
